X 90 Kohm,Y 90 Kohm,,X 90 Kohm-clear,Y 90 Kohm-clear,,X 60 Kohm,Y 60 Kohm,,X 60 Kohm-clear,Y 60 Kohm-clear,,X 30 Kohm,Y 30 Kohm,,X 30 Kohm-clear,Y 30 Kohm-clear
453.1568356,107.8473034,,452.3860094,108.4257952,,490.4068495,103.8242174,,453.7269684,108.2466112,,455.84918,108.5786652,,465.0545462,108.7746914
453.8521708,107.7799883,,453.0804271,108.3340469,,491.9146906,103.7178649,,454.4206756,108.1575859,,457.5886856,108.6537257,,465.631821,108.6838134
454.5475061,107.7415225,,453.7741287,108.2029179,,492.8435035,103.5849243,,455.1145024,108.0753976,,458.5164458,108.6912336,,466.2085004,108.5550697
455.2428413,107.6934403,,454.4685464,108.1111696,,493.7712401,103.5317481,,455.8088075,108.0205569,,459.4456382,108.5772777,,467.1320448,108.4036065
455.9381766,107.6453581,,455.1637996,108.0653652,,494.6989767,103.4785718,,456.5028735,107.9520424,,460.1417269,108.5770091,,468.519743,108.3278749
456.6335118,107.5491938,,455.858456,107.9867437,,495.6281483,103.3190431,,457.1959828,107.8288325,,460.9531143,108.6524277,,469.2121631,108.1991312
457.3288471,107.5011116,,456.5523963,107.8687417,,497.5994989,103.2126906,,457.88969,107.7398073,,462.9253656,108.6516668,,469.7891998,108.093107
458.0241823,107.4818787,,457.1301428,107.7408712,,498.4127932,103.0531619,,458.5838755,107.6781297,,463.6212156,108.6766422,,470.4822153,108.0022291
458.7195176,107.4337965,,457.708486,107.6458178,,498.9939739,102.9202213,,459.2775827,107.5891045,,464.3168268,108.7268616,,471.2906144,107.8886317
459.4148528,107.4145636,,458.4033811,107.5803232,,499.9227868,102.7872807,,459.9714095,107.5069161,,465.013393,108.6761051,,471.9829155,107.7523148
460.1101881,107.3376321,,459.0989924,107.5542091,,500.733211,102.8404569,,460.6652363,107.4247278,,465.7097204,108.6505926,,472.675931,107.6614369
460.8055233,107.2318513,,459.7931714,107.4493339,,501.197438,102.7872807,,461.3585847,107.3151918,,467.7972703,108.7255188,,473.4843301,107.5478395
461.5008586,107.1549197,,460.487231,107.3378953,,502.9373926,102.6543401,,462.0527702,107.2535142,,468.4935977,108.7000063,,474.5237344,107.4039495
462.1961938,107.1260704,,461.1816487,107.2461469,,503.4028753,102.5081054,,462.7469558,107.1918366,,469.1906413,108.5987619,,475.2169881,107.3282179
462.8915291,107.1068375,,461.8760664,107.1543985,,503.9835179,102.415047,,463.4405434,107.0959744,,469.8874461,108.5227615,,475.9098845,107.2297668
463.5868643,107.029906,,462.5704841,107.0626502,,505.1422918,102.415047,,464.1343702,107.0137861,,470.5834155,108.5351149,,476.4871593,107.1388889
464.2821996,106.9722074,,463.2647825,106.9643384,,506.3028595,102.2821064,,464.8278382,106.911087,,471.1631313,108.5727571,,477.5263254,106.9798525
464.9775348,106.9048923,,463.9593195,106.8791535,,507.1154362,102.1757539,,465.5214258,106.8152248,,471.9764283,108.446224,,478.450108,106.8435357
465.67287,106.7798786,,464.6544534,106.8267857,,507.9283717,102.0428133,,466.2142959,106.6783411,,473.1368149,108.4205324,,479.1427663,106.7299383
466.3682053,106.7510293,,465.3487517,106.7284739,,508.8568258,101.9364608,,466.9077639,106.575642,,473.8329036,108.4202639,,479.7203984,106.6617798
467.0635405,106.72218,,465.9264982,106.6006034,,510.0163172,101.8832846,,467.6021887,106.5276383,,474.5289923,108.4199953,,480.4135925,106.5822617
467.7588758,106.7125635,,466.5046027,106.4924232,,511.8728667,101.6971678,,468.2969721,106.5001453,,475.4578267,108.3439054,,480.8747694,106.4686643
468.454211,106.6644813,,467.1994978,106.4269286,,512.4536886,101.5908153,,468.9904401,106.3974462,,476.1542734,108.3057709,,481.4512702,106.3285608
469.1495463,106.568317,,467.8957059,106.4336316,,513.3828603,101.4312865,,469.6840277,106.301584,,476.8507202,108.2676364,,482.0287831,106.2528292
469.8448815,106.4721526,,468.4745265,106.364832,,515.1231736,101.2717578,,470.3786916,106.2672541,,477.5475251,108.191636,,483.5319839,106.1619513
470.5402168,106.4048375,,469.0526311,106.2566518,,516.7476096,101.1122291,,470.9564023,106.1714162,,478.2443299,108.1156355,,484.1089014,106.0483539
471.235552,106.3567553,,469.746452,106.1320863,,517.4443089,101.0058766,,471.5338737,106.0619044,,478.9399412,108.1658549,,484.5698997,105.9233968
471.9308873,106.2894402,,470.4407503,106.0337745,,518.1410083,100.8995241,,472.2274614,105.9660422,,479.6357911,108.1908303,,485.1465196,105.7908665
472.6262225,106.2028923,,471.1350487,105.9354627,,518.6055941,100.8197598,,472.9209294,105.8633431,,480.2165812,108.1148746,,485.839297,105.6848422
473.3215578,106.1451936,,471.7138097,105.8633814,,519.3015759,100.7665835,,473.6146366,105.7743178,,481.0298782,107.9883415,,486.5321934,105.5863912
474.016893,106.0971114,,472.2917352,105.745356,,520.4617848,100.6602311,,474.3083438,105.6852926,,481.7262057,107.962829,,487.2241373,105.4273548
474.7122283,106.0778786,,472.9853174,105.6076637,,521.1584842,100.5538786,,475.0026489,105.6304519,,482.8865922,107.9371375,,487.9165575,105.2986111
475.4075635,106.0201799,,473.6803318,105.5487325,,522.7822026,100.4475261,,475.6973128,105.596122,,483.5835164,107.8485151,,488.3780915,105.2077332
476.1028988,105.9143991,,474.3757044,105.5094915,,523.8276104,100.2614092,,476.3918571,105.5549552,,484.2804406,107.7598927,,489.5328793,105.0411237
476.798234,105.8182347,,475.0704802,105.4374335,,524.6401871,100.1550568,,477.0856838,105.4727668,,484.8614694,107.658693,,490.226133,104.9653921
477.4935693,105.7893854,,475.7650172,105.3522485,,525.5682825,100.0752924,,477.6636337,105.3906027,,485.674289,107.5826479,,490.9186722,104.8442215
478.1889045,105.7124539,,476.4599124,105.2867539,,526.4970954,99.94235179,,478.240866,105.2674171,,486.3708551,107.5318914,,491.4959471,104.7533436
478.8842397,105.6355224,,477.1546881,105.2146958,,527.0775586,99.86258743,,478.8182777,105.1544868,,487.0682567,107.3927811,,492.3051796,104.6927583
479.579575,105.6162895,,477.7329717,105.1163608,,527.8897766,99.78282307,,479.3960481,105.0620673,,487.7647035,107.3546466,,492.9980761,104.5943073
480.2749102,105.539358,,478.1952405,105.0180024,,528.5861172,99.70305871,,480.0908315,105.0345743,,488.4610309,107.3291341,,493.5753509,104.5034294
480.9702455,105.45281,,478.6573302,104.9097989,,529.51493,99.57011811,,480.785615,105.0070814,,489.1580744,107.2278897,,494.1521494,104.3822588
481.6655807,105.3566456,,479.2359122,104.8278725,,530.2119881,99.4371775,,481.4795614,104.9317299,,489.8548793,107.1518893,,494.8450459,104.2838077
482.360916,105.3181799,,479.9317622,104.8148852,,530.6769327,99.33082502,,482.0570926,104.8256366,,490.5514454,107.1011328,,495.4223802,104.1967164
483.0562512,105.2797141,,480.6261799,104.7231369,,532.0681789,99.27764878,,482.6347435,104.7263802,,491.1319967,107.0504211,,495.8830212,104.0490398
483.7515865,105.2220155,,481.3201201,104.6051348,,532.9962742,99.19788442,,483.3290486,104.6715395,,491.9450551,106.949132,,496.3440195,103.9240826
484.4469217,105.1547004,,482.0141798,104.4936962,,533.808851,99.09153193,,484.0232341,104.6098619,,492.6420986,106.8478876,,496.9207584,103.7991255
485.142257,105.0681524,,482.7091943,104.434765,,534.8542587,98.90541509,,484.7168218,104.5139998,,493.455157,106.7465984,,497.8448982,103.6855281
485.8375922,104.9912209,,483.4040894,104.3692703,,535.5509581,98.79906261,,485.409931,104.3907899,,494.2682153,106.6453093,,498.4219944,103.5832905
486.5329275,104.8662072,,484.0983877,104.2709585,,536.7115257,98.666122,,486.103997,104.3222754,,495.1978852,106.4808655,,498.8828141,103.4469736
487.2282627,104.7604264,,484.792328,104.1529565,,537.8717346,98.55976952,,486.7980629,104.2537609,,495.8948094,106.3922431,,499.3438123,103.3220165
487.923598,104.6834949,,485.4872231,104.0874618,,539.0326611,98.4002408,,487.4916505,104.1578987,,496.5914949,106.3288646,,500.383931,103.2235654
488.6189332,104.6354127,,486.1819989,104.0154037,,539.7290016,98.32047644,,488.1851186,104.0551996,,497.2884191,106.2402422,,501.0767084,103.1175412
489.3142685,104.5969469,,486.876536,103.9302188,,540.657097,98.24071207,,488.8788258,103.9661744,,497.9861788,106.063266,,501.8854647,103.0266632
490.0096037,104.5296319,,487.4542227,103.7990666,,541.237919,98.13435959,,489.5727721,103.890823,,498.5673269,105.9494444,,502.6946972,102.966078
490.704939,104.423851,,488.0319095,103.6679144,,541.8192791,97.98812493,,490.2669577,103.8291454,,499.3805046,105.8355333,,503.2716744,102.8562671
491.4002742,104.3180702,,488.7278789,103.6614906,,542.9793086,97.89506651,,490.9611432,103.7674678,,500.0773094,105.7595328,,503.7323154,102.7085905
492.0956094,104.2411387,,489.3070576,103.6123813,,543.9084802,97.73553778,,491.5392724,103.6955591,,500.7737562,105.7213984,,504.1922419,102.515475
492.7909447,104.1642072,,489.8854008,103.5173279,,545.1842078,97.65577342,,492.1169233,103.5963026,,501.4706804,105.632776,,505.0018913,102.4813957
493.4862799,104.1642072,,490.5800572,103.4387064,,545.9971432,97.52283282,,492.8109892,103.5277881,,502.1677239,105.5315316,,505.9261501,102.3753715
494.1816152,104.0872757,,491.274475,103.3469581,,547.1587872,97.31012785,,493.5052943,103.4729475,,502.865603,105.3419333,,506.6189275,102.2693473
494.8769504,103.9526455,,491.9685346,103.2355194,,547.8558453,97.17718725,,494.1988819,103.3770853,,503.7955116,105.1522456,,507.1963214,102.1860425
495.5722857,103.8660976,,492.6639071,103.1962785,,548.5521858,97.09742289,,494.8931871,103.3222446,,504.4923164,105.0762452,,507.6573197,102.0610854
496.2676209,103.7795496,,493.3595184,103.1701644,,549.48064,96.9910704,,495.587253,103.2537301,,505.0734645,104.9624236,,508.1181393,101.9247685
496.9629562,103.7314674,,494.0544135,103.1046698,,550.5260477,96.80495356,,496.1646647,103.1407999,,505.8866422,104.8485124,,508.9270742,101.8452503
497.6582914,103.721851,,494.7484732,102.9932312,,551.8028515,96.64542484,,496.7425547,103.0552173,,506.5840439,104.7094021,,509.8518093,101.7695187
498.2377375,103.5776044,,495.4420554,102.8555388,,552.4991921,96.56566047,,497.4369794,103.0072136,,507.2818035,104.5324259,,510.4290246,101.6748543
498.8171835,103.4141249,,496.020876,102.7867392,,553.4284833,96.39726904,,498.130567,102.9113514,,508.2112347,104.393226,,510.8900228,101.5498971
499.5125187,103.3756592,,496.5990999,102.6851224,,554.1254219,96.27319115,,498.7083973,102.8223503,,509.1400691,104.3171361,,511.4668213,101.4287266
500.207854,103.3179605,,497.2942338,102.6327546,,555.0542347,96.14025054,,499.2856296,102.6991647,,509.8375901,104.1654038,,512.1592415,101.2999829
500.9031892,103.2698783,,497.9902031,102.6263308,,555.6354154,96.00730994,,499.9794564,102.6169764,,510.4190963,104.0137163,,512.7361591,101.1863855
501.5985245,103.2314126,,498.4527106,102.5410993,,556.4479922,95.90095746,,500.6741202,102.5826465,,511.2321546,103.9124271,,513.4291746,101.0955075
502.2938597,103.1448646,,498.566756,102.432826,,557.3760875,95.8211931,,501.3692624,102.5756642,,512.1621826,103.7101174,,514.2375737,100.9819102
502.8733058,103.0294673,,498.912831,102.3245993,,558.5366552,95.68825249,,502.0630892,102.4934759,,512.8597036,103.5583851,,515.0457942,100.856953
503.4527518,102.8756043,,499.607368,102.2394144,,559.2333545,95.58190001,,502.7561985,102.370266,,513.5569859,103.4318967,,516.430575,100.595679
504.1480871,102.8179057,,500.3026212,102.19361,,560.3946397,95.39578317,,503.4494274,102.2538931,,514.2542681,103.3054084,,517.238974,100.4820816
504.8434223,102.7986728,,500.9979938,102.1543691,,561.5555661,95.23625444,,504.142417,102.1238463,,515.1840574,103.1283426,,518.1623994,100.3230453
505.5387576,102.6640427,,501.6938438,102.1413819,,562.2522655,95.12990196,,504.8373201,102.1031903,,515.8818171,102.9513664,,518.739317,100.2094479
506.2340928,102.5967276,,502.2727838,102.0791457,,563.0652009,94.99696136,,505.5324623,102.0962081,,516.811845,102.7490567,,519.3162345,100.0958505
506.9294281,102.5101796,,502.8508883,101.9709655,,563.9943726,94.83743263,,506.2255716,101.9729982,,517.5088886,102.6478123,,520.0099645,100.0504115
507.6247633,102.3755495,,503.5449479,101.8595268,,564.8073081,94.70449203,,506.9192788,101.8839729,,518.2066483,102.470836,,520.7026229,99.93681413
508.3200985,102.3370837,,504.2399624,101.8005956,,565.5040074,94.59813955,,507.6133447,101.8154584,,519.1361988,102.3190142,,521.2795404,99.82321674
509.0154338,102.298618,,504.9362898,101.8138621,,566.1999893,94.54496331,,508.3071715,101.7332701,,519.8334811,102.1925259,,522.0881777,99.72476566
509.710769,102.2409193,,505.5145734,101.7155271,,567.1284434,94.43861082,,509.0009983,101.6510818,,520.5313601,102.0029276,,522.7811932,99.63388775
510.4061043,102.0870563,,506.0923795,101.5909383,,567.9413789,94.30567022,,509.6951838,101.5894042,,521.2290005,101.8385734,,523.4739706,99.52786351
511.1014395,102.0101248,,506.7866779,101.4926265,,568.7539556,94.19931774,,510.3891302,101.5140528,,521.9262827,101.712085,,524.1661526,99.38397348
511.7967748,101.9524262,,507.4807375,101.3811878,,569.6824097,94.09296526,,510.9669604,101.4250517,,522.8563107,101.5097753,,524.8585728,99.25522977
512.49211,101.7985631,,508.1752746,101.2960029,,571.0761672,93.85367217,,511.5445515,101.3223768,,523.5540704,101.332799,,525.7825935,99.13405921
513.1874453,101.7023987,,508.8705278,101.2501986,,572.4692071,93.66755533,,512.238737,101.2606993,,524.2511139,101.2315546,,526.4753709,99.02803498
513.8827805,101.6447001,,509.5668552,101.2634651,,573.1662652,93.53461472,,512.9332813,101.2195324,,524.9488736,101.0545784,,527.167672,98.89171811
514.5781158,101.5677686,,510.2615116,101.1848436,,573.7474459,93.40167412,,513.6272277,101.144181,,525.6466333,100.8776021,,527.8604494,98.78569387
515.273451,101.4619878,,510.9547357,101.0274609,,574.6766175,93.2421454,,514.3210544,101.0619927,,526.3442737,100.7132479,,528.7848274,98.6872428
515.9687863,101.3754398,,511.6496309,100.9619663,,575.2570807,93.16238103,,515.01524,101.0003151,,527.041914,100.5488936,,529.4774857,98.5736454
516.6641215,101.3177412,,512.3444066,100.8899082,,576.0692987,93.08261667,,515.7093059,100.9318006,,527.6233008,100.409828,,530.0545819,98.47140775
517.3594568,101.2119603,,513.0389437,100.8047233,,576.9984704,92.92308795,,516.4031327,100.8496123,,528.4371947,100.220185,,530.6313209,98.34645062
518.054792,101.0869466,,513.7337195,100.7326652,,577.6951697,92.81673547,,517.0968399,100.760587,,529.3674614,99.99263135,,531.3238601,98.22528006
518.7501273,100.9811658,,514.4282565,100.6474803,,578.6243413,92.65720674,,517.7907863,100.6852356,,529.9493256,99.80307788,,532.2485953,98.14954847
519.4454625,100.9234672,,515.1225549,100.5491685,,579.6693904,92.49767802,,518.4840151,100.5688627,,530.7629807,99.63867884,,532.9411345,98.02837791
520.1407978,100.8176863,,515.8167338,100.4442933,,580.8306755,92.31156117,,519.1779615,100.4935112,,531.4605017,99.48694655,,533.6334356,97.89206104
520.836133,100.7022891,,516.5112709,100.3591083,,582.224433,92.07226809,,519.8729841,100.4796921,,532.1582614,99.30997029,,534.3258558,97.76331733
521.5314682,100.6061247,,517.2060467,100.2870503,,583.1528871,91.96591561,,520.5674088,100.4316884,,533.0885281,99.08241661,,534.9028329,97.65350652
522.2268035,100.548426,,517.9005837,100.2018654,,584.7783993,91.72662252,,521.2606377,100.3153154,,533.7865265,98.88019639,,535.4800482,97.55884202
522.9221387,100.5003438,,518.5948821,100.1035536,,585.938967,91.59368192,,521.9538665,100.1989425,,534.4842862,98.70322014,,536.0579184,97.5058299
