x	y_obs	y_bkg
55.508	1072	1110.424
55.525	1110	1110.406
55.542	1167	1110.389
55.559	1140	1110.372
55.576	1135	1110.354
55.593	1171	1110.337
55.61	1118	1110.319
55.627	1036	1110.302
55.644	1049	1110.285
55.661	1079	1110.267
55.678	1122	1110.25
55.695	1112	1110.233
55.712	1072	1110.216
55.729	1104	1110.198
55.746	1154	1110.181
55.763	1132	1110.164
55.78	1128	1110.147
55.797	1126	1110.13
55.814	1115	1110.113
55.831	1123	1110.096
55.848	1125	1110.079
55.865	1086	1110.062
55.882	1101	1110.045
55.899	1103	1110.028
55.916	1097	1110.011
55.933	1109	1109.995
55.95	1144	1109.978
55.967	1115	1109.961
55.984	1115	1109.944
56.001	1133	1109.928
56.018	1071	1109.911
56.035	1097	1109.895
56.052	1118	1109.878
56.069	1133	1109.861
56.086	1164	1109.845
56.103	1097	1109.829
56.12	1073	1109.812
56.137	1095	1109.796
56.154	1091	1109.779
56.171	1135	1109.763
56.188	1059	1109.747
56.205	1035	1109.622
56.222	1072	1109.606
56.239	1063	1109.591
56.256	1080	1109.575
56.273	1123	1109.559
56.29	1141	1109.544
56.307	1056	1109.528
56.324	1131	1109.512
56.341	1068	1109.497
56.358	1104	1109.481
56.375	1114	1109.466
56.392	1064	1109.451
56.409	1070	1109.436
56.426	1069	1109.42
56.443	1081	1109.405
56.46	1131	1109.39
56.477	1074	1109.375
56.494	1071	1109.36
56.511	1091	1109.345
56.528	1137	1109.33
56.545	1108	1109.316
56.562	1083	1109.301
56.579	1106	1109.286
56.596	1103	1109.272
56.613	1090	1109.257
56.63	1074	1109.243
56.647	1069	1109.228
56.664	1069	1109.214
56.681	1098	1109.2
56.698	1102	1109.186
56.715	1093	1109.172
56.732	1052	1109.158
56.749	1056	1109.144
56.766	1061	1109.13
56.783	1086	1109.117
56.8	1098	1109.103
56.817	1123	1109.09
56.834	1087	1109.076
56.851	1076	1109.063
56.868	1110	1109.05
56.885	1078	1109.037
56.902	1096	1109.024
56.919	1086	1109.011
56.936	1060	1108.999
56.953	1040	1108.986
56.97	1052	1108.974
56.987	1094	1108.962
57.004	1064	1108.95
57.021	1040	1108.938
57.038	1079	1108.926
57.055	1093	1108.914
57.072	1099	1108.903
57.089	1113	1108.891
57.106	1066	1108.88
57.123	1091	1108.869
57.14	1148	1108.859
57.157	1080	1108.848
57.174	1072	1108.838
57.191	1051	1108.827
57.208	1057	1108.817
57.225	1093	1108.808
57.242	1112	1108.798
57.259	1041	1108.789
57.276	1153	1108.78
57.293	1045	1108.771
57.31	1080	1108.763
57.327	1061	1108.755
57.344	1074	1108.747
57.361	1102	1108.739
57.378	1073	1108.732
57.395	1053	1108.725
57.412	1070	1108.719
57.429	1055	1108.713
57.446	1145	1108.707
57.463	1107	1108.701
57.48	1113	1108.697
57.497	1079	1108.692
57.514	1100	1108.688
57.531	1101	1108.685
57.548	1095	1108.682
57.565	1023	1108.679
57.582	1093	1108.677
57.599	1091	1108.676
57.616	1087	1108.676
57.633	1086	1108.676
57.65	1091	1108.676
57.667	1105	1108.678
57.684	1076	1108.68
57.701	1093	1108.684
57.718	1079	1108.688
57.735	1057	1108.693
57.752	1078	1108.699
57.769	1079	1108.706
57.786	1072	1108.714
57.803	1095	1108.724
57.82	1091	1108.734
57.837	1082	1108.746
57.854	1071	1108.76
57.871	1058	1108.775
57.888	1109	1108.792
57.905	1119	1108.811
57.922	1074	1108.832
57.939	1091	1108.854
57.956	1098	1108.879
57.973	1106	1108.907
57.99	1075	1108.937
58.007	1044	1108.97
58.024	1105	1109.006
58.041	1089	1109.045
58.058	1074	1109.088
58.075	1080	1109.136
58.092	1068	1109.187
58.109	1071	1109.243
58.126	1049	1109.304
58.143	1085	1109.371
58.16	1101	1109.445
58.177	1039	1109.525
58.194	1144	1109.613
58.211	1127	1109.71
58.228	1073	1109.816
58.245	1043	1109.933
58.262	1070	1110.062
58.279	1069	1110.204
58.296	1095	1110.361
58.313	1113	1110.535
58.33	1043	1110.728
58.347	1030	1110.944
58.364	1089	1111.185
58.381	1078	1111.455
58.398	1045	1111.758
58.415	1075	1112.101
58.432	1057	1112.49
58.449	1075	1112.932
58.466	1070	1113.438
58.483	1090	1114.02
58.5	1111	1114.694
58.517	1110	1115.477
58.534	1111	1116.397
58.551	1084	1117.483
58.568	1111	1118.778
58.585	1105	1120.336
58.602	1086	1122.23
58.619	1093	1124.56
58.636	1132	1127.463
58.653	1154	1131.134
58.67	1155	1135.846
58.687	1171	1141.996
58.704	1162	1150.16
58.721	1180	1161.152
58.738	1219	1176.099
58.755	1238	1196.338
58.772	1283	1222.831
58.789	1229	1254.282
58.806	1245	1283.59
58.823	1295	1297.408
58.84	1277	1286.939
58.857	1259	1258.988
58.874	1252	1227.196
58.891	1212	1199.767
58.908	1202	1178.612
58.925	1242	1162.943
58.942	1197	1151.42
58.959	1144	1142.871
58.976	1114	1136.44
58.993	1084	1131.518
59.01	1085	1127.689
59.027	1105	1124.662
59.044	1084	1122.232
59.061	1142	1120.257
59.078	1114	1118.63
59.095	1118	1117.276
59.112	1133	1116.138
59.129	1118	1115.172
59.146	1148	1114.346
59.163	1110	1113.634
59.18	1122	1113.016
59.197	1080	1112.476
59.214	1072	1112.001
59.231	1067	1111.582
59.248	1031	1111.209
59.265	1024	1110.877
59.282	1082	1110.579
59.299	1046	1110.31
59.316	1116	1110.068
59.333	1080	1109.848
59.35	1090	1109.648
59.367	1073	1109.466
59.384	1061	1109.299
59.401	1068	1109.146
59.418	1084	1109.005
59.435	1044	1108.874
59.452	1113	1108.754
59.469	1058	1108.642
59.486	1049	1108.538
59.503	1065	1108.442
59.52	1076	1108.352
59.537	1087	1108.268
59.554	1111	1108.189
59.571	1071	1108.115
59.588	1053	1108.046
59.605	1103	1107.981
59.622	1083	1107.92
59.639	1072	1107.862
59.656	1069	1107.808
59.673	1069	1107.756
59.69	1043	1107.708
59.707	1046	1107.662
59.724	1068	1107.618
59.741	1078	1107.577
59.758	1043	1107.538
59.775	1051	1107.501
59.792	1072	1107.466
59.809	1012	1107.432
59.826	1004	1107.401
59.843	1065	1107.37
59.86	1086	1107.342
59.877	1086	1107.315
59.894	1098	1107.289
59.911	1104	1107.264
59.928	1071	1107.241
59.945	1061	1107.219
59.962	1093	1107.198
59.979	1103	1107.178
59.996	1045	1107.16
60.013	1066	1107.142
60.03	1065	1107.125
60.047	1085	1107.109
60.064	1056	1107.095
60.081	1065	1107.081
60.098	1076	1107.068
60.115	1094	1107.055
60.132	1038	1107.044
60.149	1017	1107.033
60.166	1057	1107.024
60.183	1067	1107.015
60.2	1047	1107.007
60.217	1108	1106.999
60.234	1072	1106.993
60.251	1091	1106.987
60.268	1061	1106.982
60.285	1075	1106.977
60.302	1134	1106.974
60.319	1059	1106.971
60.336	1102	1106.969
60.353	1103	1106.967
60.37	1102	1106.967
60.387	1089	1106.967
60.404	1084	1106.968
60.421	995	1106.969
60.438	1020	1106.972
60.455	1089	1106.975
60.472	1073	1106.979
60.489	1048	1106.983
60.506	1079	1106.989
60.523	1082	1106.995
60.54	1071	1107.002
60.557	1120	1107.01
60.574	1107	1107.019
60.591	1118	1107.028
60.608	1094	1107.039
60.625	1049	1107.05
60.642	1055	1107.063
60.659	1070	1107.076
60.676	1050	1107.09
60.693	1047	1107.105
60.71	1087	1107.121
60.727	1124	1107.138
60.744	1082	1107.157
60.761	1078	1107.176
60.778	1100	1107.196
60.795	1106	1107.218
60.812	1072	1107.24
60.829	1083	1107.264
60.846	1114	1107.289
60.863	1053	1107.315
60.88	1028	1107.343
60.897	1035	1107.372
60.914	1081	1107.402
60.931	1083	1107.434
60.948	1035	1107.467
60.965	1053	1107.502
60.982	1008	1107.538
60.999	1040	1107.576
61.016	1050	1107.616
61.033	1089	1107.657
61.05	1090	1107.7
61.067	1075	1107.745
61.084	1092	1107.792
61.101	1102	1107.841
61.118	1023	1107.892
61.135	1035	1107.946
61.152	1179	1108.001
61.169	1123	1108.059
61.186	1174	1108.119
61.203	1032	1108.182
61.22	1060	1108.248
61.237	1143	1108.316
61.254	1100	1108.387
61.271	1100	1108.461
61.288	1073	1108.538
61.305	1065	1108.619
61.322	1088	1108.702
61.339	1073	1108.79
61.356	1090	1108.881
61.373	1079	1108.976
61.39	1052	1109.075
61.407	1065	1109.179
61.424	1098	1109.287
61.441	1116	1109.399
61.458	1061	1109.517
61.475	1068	1109.64
61.492	1084	1109.768
61.509	1089	1109.902
61.526	1036	1110.042
61.543	1077	1110.188
61.56	1091	1110.341
61.577	1121	1110.501
61.594	1100	1110.669
61.611	1062	1110.845
61.628	1039	1111.029
61.645	1038	1111.221
61.662	1098	1111.424
61.679	1095	1111.636
61.696	1106	1111.858
61.713	1091	1112.092
61.73	1073	1112.338
61.747	1070	1112.596
61.764	1103	1112.868
61.781	1109	1113.155
61.798	1077	1113.456
61.815	1070	1113.775
61.832	1105	1114.11
61.849	1117	1114.465
61.866	1093	1114.84
61.883	1113	1115.236
61.9	1112	1115.656
61.917	1087	1116.101
61.934	1088	1116.572
61.951	1041	1117.073
61.968	1089	1117.606
61.985	1056	1118.173
62.002	1037	1118.777
62.019	1033	1119.421
62.036	1068	1120.109
62.053	1088	1120.844
62.07	1074	1121.632
62.087	1122	1122.477
62.104	1069	1123.385
62.121	1067	1124.361
62.138	1103	1125.413
62.155	1083	1126.549
62.172	1067	1127.777
62.189	1143	1129.107
62.206	1028	1130.551
62.223	1147	1132.122
62.24	1112	1133.834
62.257	1145	1135.706
62.274	1088	1137.757
62.291	1031	1140.009
62.308	1074	1142.489
62.325	1132	1145.228
62.342	1100	1148.264
62.359	1114	1151.636
62.376	1167	1155.398
62.393	1115	1159.606
62.41	1132	1164.336
62.427	1165	1169.669
62.444	1120	1175.709
62.461	1103	1182.58
62.478	1204	1190.43
62.495	1139	1199.446
62.512	1256	1209.848
62.529	1258	1221.905
62.546	1243	1235.957
62.563	1209	1252.401
62.58	1265	1271.734
62.597	1287	1294.535
62.614	1352	1321.468
62.631	1359	1353.292
62.648	1421	1390.725
62.665	1465	1434.375
62.682	1524	1484.363
62.699	1611	1539.87
62.716	1648	1598.514
62.733	1679	1655.593
62.75	1727	1704.12
62.767	1735	1735.936
62.784	1678	1744.521
62.801	1646	1727.953
62.818	1648	1689.898
62.835	1637	1637.735
62.852	1555	1579.489
62.869	1514	1521.495
62.886	1504	1467.607
62.903	1459	1419.669
62.92	1448	1378.086
62.937	1416	1342.552
62.954	1398	1312.417
62.971	1394	1286.911
62.988	1328	1265.325
63.005	1275	1247.002
63.022	1221	1231.397
63.039	1216	1218.052
63.056	1241	1206.58
63.073	1199	1196.677
63.09	1184	1188.08
63.107	1251	1180.584
63.124	1194	1174.02
63.141	1135	1168.243
63.158	1216	1163.14
63.175	1064	1158.611
63.192	1143	1154.579
63.209	1103	1150.976
63.226	1123	1147.744
63.243	1114	1144.837
63.26	1128	1142.214
63.277	1121	1139.841
63.294	1101	1137.689
63.311	1118	1135.731
63.328	1144	1133.947
63.345	1063	1132.317
63.362	1110	1130.826
63.379	1106	1129.459
63.396	1152	1128.203
63.413	1129	1127.049
63.43	1150	1125.985
63.447	1117	1125.004
63.464	1107	1124.098
63.481	1115	1123.261
63.498	1138	1122.488
63.515	1157	1121.772
63.532	1167	1121.109
63.549	1097	1120.495
63.566	1108	1119.926
63.583	1082	1119.399
63.6	1090	1118.912
63.617	1165	1118.461
63.634	1110	1118.044
63.651	1085	1117.659
63.668	1125	1117.304
63.685	1140	1116.977
63.702	1099	1116.677
63.719	1097	1116.402
63.736	1116	1116.152
63.753	1084	1115.925
63.77	1099	1115.72
63.787	1058	1115.536
63.804	1044	1115.373
63.821	1046	1115.23
63.838	1100	1115.107
63.855	1133	1115.002
63.872	1123	1114.916
63.889	1085	1114.849
63.906	1111	1114.799
63.923	1093	1114.768
63.94	1061	1114.755
63.957	1042	1114.759
63.974	1070	1114.782
63.991	1103	1114.824
64.008	1077	1114.884
64.025	1095	1114.963
64.042	1077	1115.062
64.059	1120	1115.181
64.076	1083	1115.32
64.093	1073	1115.481
64.11	1093	1115.665
64.127	1074	1115.872
64.144	1113	1116.103
64.161	1114	1116.36
64.178	1050	1116.644
64.195	1134	1116.958
64.212	1113	1117.301
64.229	1101	1117.678
64.246	1081	1118.089
64.263	1027	1118.538
64.28	1089	1119.027
64.297	1073	1119.559
64.314	1105	1120.138
64.331	1101	1120.769
64.348	1170	1121.455
64.365	1123	1122.201
64.382	1067	1123.013
64.399	1068	1123.899
64.416	1089	1124.864
64.433	1082	1125.917
64.45	1120	1127.069
64.467	1106	1128.328
64.484	1139	1129.71
64.501	1159	1131.226
64.518	1162	1132.894
64.535	1117	1134.734
64.552	1138	1136.767
64.569	1120	1139.02
64.586	1119	1141.524
64.603	1104	1144.313
64.62	1088	1147.432
64.637	1100	1150.931
64.654	1124	1154.873
64.671	1102	1159.331
64.688	1123	1164.393
64.705	1159	1170.172
64.722	1147	1176.799
64.739	1162	1184.446
64.756	1177	1193.318
64.773	1157	1203.675
64.79	1173	1215.854
64.807	1244	1230.272
64.824	1267	1247.479
64.841	1302	1268.171
64.858	1325	1293.241
64.875	1339	1323.862
64.892	1392	1361.487
64.909	1435	1407.958
64.926	1471	1465.397
64.943	1584	1535.981
64.96	1663	1621.331
64.977	1783	1720.823
64.994	1879	1829.115
65.011	1958	1932.834
65.028	1952	2010.331
65.045	1945	2039.05
65.062	2020	2009.097
65.079	1907	1930.721
65.096	1816	1826.636
65.113	1793	1718.377
65.13	1708	1619.041
65.147	1568	1533.949
65.164	1498	1463.559
65.181	1454	1406.294
65.198	1404	1359.963
65.215	1433	1322.413
65.232	1279	1291.852
65.249	1312	1266.799
65.266	1282	1246.11
65.283	1223	1228.894
65.3	1234	1214.445
65.317	1271	1202.232
65.334	1191	1191.826
65.351	1289	1182.902
65.368	1194	1175.201
65.385	1221	1168.51
65.402	1208	1162.667
65.419	1200	1157.534
65.436	1199	1153.004
65.453	1191	1148.989
65.47	1299	1145.412
65.487	1282	1142.215
65.504	1262	1139.344
65.521	1321	1136.757
65.538	1391	1134.396
65.555	1447	1132.276
65.572	1450	1130.349
65.589	1519	1128.59
65.606	1574	1126.982
65.623	1568	1125.507
65.64	1514	1124.152
65.657	1540	1122.904
65.674	1515	1121.751
65.691	1486	1120.684
65.708	1503	1119.696
65.725	1435	1118.778
65.742	1394	1117.924
65.759	1460	1117.128
65.776	1451	1116.385
65.793	1402	1115.691
65.81	1389	1115.041
65.827	1377	1114.431
65.844	1290	1113.859
65.861	1301	1113.321
65.878	1337	1112.815
65.895	1250	1112.338
65.912	1216	1111.888
65.929	1254	1111.464
65.946	1192	1111.062
65.963	1221	1110.682
65.98	1186	1110.323
65.997	1150	1109.982
66.014	1130	1109.658
66.031	1129	1109.351
66.048	1109	1109.059
66.065	1095	1108.782
66.082	1096	1108.518
66.099	1135	1108.267
66.116	1107	1108.027
66.133	1120	1107.799
66.15	1086	1107.582
66.167	1114	1107.374
66.184	1100	1107.176
66.201	1120	1106.986
66.218	1133	1106.806
66.235	1091	1106.633
66.252	1178	1106.468
66.269	1102	1106.31
66.286	1077	1106.158
66.303	1085	1106.014
66.32	1138	1105.875
66.337	1087	1105.743
66.354	1111	1105.616
66.371	1094	1105.495
66.388	1095	1105.379
66.405	1091	1105.268
66.422	1131	1105.162
66.439	1090	1105.06
66.456	1099	1104.963
66.473	1079	1104.87
66.49	1053	1104.781
66.507	1059	1104.696
66.524	1101	1104.615
66.541	1096	1104.537
66.558	1097	1104.463
66.575	1095	1104.393
66.592	1089	1104.326
66.609	1080	1104.263
66.626	1066	1104.202
66.643	1080	1104.145
66.66	1117	1104.09
66.677	1121	1104.039
66.694	1096	1103.991
66.711	1099	1103.945
66.728	1086	1103.902
66.745	1080	1103.862
66.762	1112	1103.825
66.779	1125	1103.79
66.796	1063	1103.758
66.813	1019	1103.728
66.83	1056	1103.701
66.847	1085	1103.677
66.864	1089	1103.655
66.881	1065	1103.636
66.898	1096	1103.619
66.915	1079	1103.604
66.932	1093	1103.592
66.949	1061	1103.582
66.966	1044	1103.575
66.983	1110	1103.571
67	1119	1103.568
67.017	1154	1103.569
67.034	1137	1103.571
67.051	1062	1103.577
67.068	1082	1103.585
67.085	1098	1103.595
67.102	1061	1103.608
67.119	1149	1103.623
67.136	1094	1103.641
67.153	1122	1103.662
67.17	1068	1103.686
67.187	1109	1103.712
67.204	1073	1103.741
67.221	1098	1103.773
67.238	1103	1103.808
67.255	1101	1103.846
67.272	1058	1103.887
67.289	1117	1103.931
67.306	1129	1103.978
67.323	1108	1104.029
67.34	1099	1104.083
67.357	1120	1104.14
67.374	1125	1104.201
67.391	1087	1104.266
67.408	1060	1104.334
67.425	1050	1104.406
67.442	1089	1104.483
67.459	1154	1104.563
67.476	1162	1104.648
67.493	1104	1104.737
67.51	1085	1104.831
67.527	1090	1104.929
67.544	1105	1105.033
67.561	1109	1105.142
67.578	1097	1105.256
67.595	1091	1105.375
67.612	1105	1105.5
67.629	1085	1105.632
67.646	1051	1105.769
67.663	1055	1105.913
67.68	1060	1106.064
67.697	1076	1106.222
67.714	1095	1106.388
67.731	1098	1106.561
67.748	1078	1106.743
67.765	1075	1106.933
67.782	1086	1107.131
67.799	1055	1107.34
67.816	1086	1107.558
67.833	1108	1107.787
67.85	1122	1108.026
67.867	1088	1108.277
67.884	1137	1108.54
67.901	1128	1108.816
67.918	1038	1109.105
67.935	1077	1109.409
67.952	1139	1109.727
67.969	1069	1110.061
67.986	1051	1110.413
68.003	1079	1110.782
68.02	1122	1111.17
68.037	1145	1111.578
68.054	1078	1112.007
68.071	1074	1112.46
68.088	1119	1112.936
68.105	1101	1113.438
68.122	1118	1113.968
68.139	1085	1114.527
68.156	1143	1115.118
68.173	1134	1115.742
68.19	1151	1116.403
68.207	1075	1117.102
68.224	1094	1117.843
68.241	1087	1118.629
68.258	1103	1119.464
68.275	1143	1120.351
68.292	1078	1121.294
68.309	1141	1122.298
68.326	1100	1123.369
68.343	1077	1124.511
68.36	1087	1125.732
68.377	1100	1127.038
68.394	1108	1128.438
68.411	1124	1129.939
68.428	1080	1131.551
68.445	1106	1133.286
68.462	1123	1135.155
68.479	1101	1137.173
68.496	1115	1139.354
68.513	1103	1141.717
68.53	1127	1144.281
68.547	1167	1147.069
68.564	1139	1150.107
68.581	1113	1153.423
68.598	1158	1157.053
68.615	1135	1161.035
68.632	1138	1165.413
68.649	1161	1170.242
68.666	1142	1175.579
68.683	1128	1181.495
68.7	1136	1188.075
68.717	1157	1195.41
68.734	1121	1203.62
68.751	1167	1212.833
68.768	1194	1223.205
68.785	1200	1234.926
68.802	1217	1248.207
68.819	1238	1263.312
68.836	1228	1280.537
68.853	1257	1300.225
68.87	1312	1322.788
68.887	1368	1348.66
68.904	1349	1378.345
68.921	1424	1412.333
68.938	1528	1451.064
68.955	1574	1494.871
68.972	1618	1543.739
68.989	1618	1597.167
69.006	1750	1653.773
69.023	1726	1711.012
69.04	1798	1765.05
69.057	1787	1810.829
69.074	1836	1842.958
69.091	1850	1856.934
69.108	1817	1850.616
69.125	1825	1824.989
69.142	1718	1783.792
69.159	1730	1732.237
69.176	1726	1675.64
69.193	1585	1618.382
69.21	1568	1563.465
69.227	1547	1512.701
69.244	1489	1466.872
69.261	1477	1426.159
69.278	1478	1390.354
69.295	1370	1359.025
69.312	1318	1331.7
69.329	1342	1307.869
69.346	1339	1287.074
69.363	1255	1268.901
69.38	1278	1252.971
69.397	1252	1238.974
69.414	1198	1226.632
69.431	1221	1215.715
69.448	1241	1206.029
69.465	1175	1197.402
69.482	1178	1189.697
69.499	1171	1182.79
69.516	1159	1176.58
69.533	1172	1170.981
69.55	1189	1165.916
69.567	1193	1161.323
69.584	1225	1157.145
69.601	1193	1153.336
69.618	1197	1149.855
69.635	1227	1146.664
69.652	1217	1143.735
69.669	1160	1141.038
69.686	1168	1138.551
69.703	1232	1136.253
69.72	1210	1134.125
69.737	1233	1132.151
69.754	1197	1130.317
69.771	1234	1128.609
69.788	1303	1127.017
69.805	1324	1125.53
69.822	1289	1124.139
69.839	1323	1122.836
69.856	1299	1121.614
69.873	1383	1120.467
69.89	1396	1119.387
69.907	1466	1118.371
69.924	1490	1117.412
69.941	1521	1116.508
69.958	1598	1115.652
69.975	1579	1114.843
69.992	1690	1114.077
70.009	1769	1113.351
70.026	1845	1112.662
70.043	2015	1112.007
70.06	2087	1111.384
70.077	2166	1110.792
70.094	2253	1110.227
70.111	2350	1109.689
70.128	2351	1109.176
70.145	2323	1108.685
70.162	2506	1108.217
70.179	2641	1107.768
70.196	2586	1107.339
70.213	2489	1106.928
70.23	2406	1106.534
70.247	2445	1106.156
70.264	2383	1105.793
70.281	2330	1105.445
70.298	2313	1105.11
70.315	2297	1104.788
70.332	2233	1104.478
70.349	2093	1104.179
70.366	2073	1103.891
70.383	1982	1103.614
70.4	1856	1103.346
70.417	1807	1103.088
70.434	1766	1102.839
70.451	1658	1102.598
70.468	1605	1102.365
70.485	1527	1102.14
70.502	1466	1101.922
70.519	1454	1101.71
70.536	1434	1101.506
70.553	1391	1101.308
70.57	1338	1101.116
70.587	1342	1100.929
70.604	1329	1100.749
70.621	1254	1100.573
70.638	1181	1100.403
70.655	1195	1100.237
70.672	1199	1100.076
70.689	1191	1099.919
70.706	1213	1099.767
70.723	1192	1099.619
70.74	1200	1099.474
70.757	1202	1099.334
70.774	1217	1099.197
70.791	1203	1099.063
70.808	1173	1098.933
70.825	1155	1098.806
70.842	1123	1098.682
70.859	1114	1098.561
70.876	1119	1098.443
70.893	1154	1098.328
70.91	1174	1098.215
70.927	1146	1098.105
70.944	1129	1097.997
70.961	1105	1097.892
70.978	1106	1097.789
70.995	1085	1097.688
71.012	1170	1097.589
71.029	1069	1097.493
71.046	1141	1097.398
71.063	1106	1097.305
71.08	1115	1097.215
71.097	1138	1097.126
71.114	1143	1097.038
71.131	1119	1096.953
71.148	1105	1096.869
71.165	1142	1096.786
71.182	1125	1096.705
71.199	1096	1096.626
71.216	1095	1096.548
71.233	1073	1096.471
71.25	1088	1096.396
71.267	1090	1096.322
71.284	1043	1096.249
71.301	1049	1096.177
71.318	1111	1096.107
71.335	1084	1096.038
71.352	1071	1095.97
71.369	1093	1095.903
71.386	1064	1095.837
71.403	1072	1095.772
71.42	1096	1095.708
71.437	1073	1095.645
71.454	1101	1095.583
71.471	1107	1095.521
71.488	1108	1095.461
71.505	1132	1095.402
71.522	1085	1095.343
71.539	1076	1095.285
71.556	1089	1095.228
71.573	1125	1095.172
71.59	1091	1095.117
71.607	1062	1095.062
71.624	1131	1095.008
71.641	1147	1094.955
71.658	1119	1094.902
71.675	1074	1094.85
71.692	1100	1094.799
71.709	1083	1094.748
71.726	1067	1094.698
71.743	1114	1094.648
71.76	1082	1094.599
71.777	1043	1094.551
71.794	1089	1094.503
71.811	1100	1094.456
71.828	1090	1094.409
71.845	1077	1094.363
71.862	1070	1094.317
71.879	1078	1094.272
71.896	1091	1094.227
71.913	1067	1094.182
71.93	1070	1094.138
71.947	1126	1094.095
71.964	1105	1094.052
71.981	1099	1094.009
71.998	1102	1093.967
72.015	1139	1093.925
72.032	1128	1093.884
72.049	1104	1093.843
72.066	1100	1093.802
72.083	1072	1093.762
72.1	1001	1093.722
72.117	1092	1093.682
72.134	1068	1093.643
72.151	1099	1093.604
72.168	1061	1093.565
72.185	1150	1093.527
72.202	1188	1093.489
72.219	1141	1093.452
72.236	1124	1093.414
72.253	1112	1093.377
72.27	1147	1093.34
72.287	1185	1093.304
72.304	1177	1093.268
72.321	1186	1093.232
72.338	1187	1093.196
72.355	1145	1093.161
72.372	1145	1093.126
72.389	1219	1093.091
72.406	1239	1093.056
72.423	1226	1093.022
72.44	1210	1092.987
72.457	1236	1092.953
72.474	1276	1092.92
72.491	1260	1092.886
72.508	1250	1092.853
72.525	1322	1092.82
72.542	1349	1092.787
72.559	1357	1092.754
72.576	1438	1092.722
72.593	1468	1092.69
72.61	1536	1092.658
72.627	1622	1092.626
72.644	1772	1092.594
72.661	1851	1092.563
72.678	2010	1092.531
72.695	2268	1092.5
72.712	2423	1092.469
72.729	2533	1092.438
72.746	2714	1092.408
72.763	2848	1092.377
72.78	3001	1092.347
72.797	3012	1092.317
72.814	2907	1092.287
72.831	2865	1092.257
72.848	2746	1092.227
72.865	2711	1092.198
72.882	2634	1092.168
72.899	2516	1092.139
72.916	2507	1092.11
72.933	2311	1092.081
72.95	2278	1092.052
72.967	2247	1092.023
72.984	2120	1091.995
73.001	2052	1091.966
73.018	1971	1091.938
73.035	1880	1091.91
73.052	1782	1091.881
73.069	1657	1091.853
73.086	1671	1091.826
73.103	1560	1091.798
73.12	1382	1091.77
73.137	1331	1091.743
73.154	1270	1091.715
73.171	1238	1091.688
73.188	1239	1091.661
73.205	1243	1091.634
73.222	1166	1091.607
73.239	1183	1091.58
73.256	1190	1091.553
73.273	1196	1091.526
73.29	1149	1091.5
73.307	1139	1091.473
73.324	1124	1091.447
73.341	1120	1091.421
73.358	1160	1091.394
73.375	1132	1091.368
73.392	1106	1091.342
73.409	1108	1091.316
73.426	1135	1091.29
73.443	1148	1091.265
73.46	1133	1091.239
73.477	1115	1091.213
73.494	1078	1091.188
73.511	1094	1091.162
73.528	1116	1091.137
73.545	1094	1091.112
73.562	1093	1091.086
73.579	1082	1091.061
73.596	1092	1091.036
73.613	1088	1091.011
73.63	1090	1090.986
73.647	1105	1090.961
73.664	1107	1090.937
73.681	1092	1090.912
73.698	1101	1090.887
73.715	1101	1090.863
73.732	1094	1090.838
73.749	1050	1090.814
73.766	1094	1090.789
73.783	1102	1090.765
73.8	1079	1090.741
73.817	1129	1090.716
73.834	1145	1090.692
73.851	1130	1090.668
73.868	1169	1090.644
73.885	1099	1090.62
73.902	1091	1090.596
73.919	1162	1090.572
73.936	1081	1090.549
73.953	1109	1090.525
73.97	1111	1090.501
73.987	1079	1090.477
74.004	1003	1090.454
74.021	1126	1090.43
74.038	1038	1090.407
74.055	1107	1090.383
74.072	1088	1090.36
74.089	1087	1090.337
74.106	1102	1090.313
74.123	1036	1090.29
74.14	1129	1090.267
74.157	1089	1090.244
74.174	1099	1090.221
74.191	1073	1090.198
74.208	1094	1090.175
74.225	1086	1090.152
74.242	1068	1090.129
74.259	1045	1090.106
74.276	1054	1090.083
74.293	1062	1090.06
74.31	1096	1090.037
74.327	1102	1090.015
74.344	1104	1089.992
74.361	1090	1089.969
74.378	1081	1089.947
74.395	1046	1089.924
74.412	1076	1089.902
74.429	1102	1089.879
74.446	1116	1089.857
74.463	1110	1089.835
74.48	1088	1089.812
74.497	1073	1089.79
74.514	1058	1089.768
74.531	1076	1089.745
74.548	1100	1089.723
74.565	1088	1089.701
74.582	1059	1089.679
74.599	1082	1089.657
74.616	1099	1089.635
74.633	1117	1089.613
74.65	1102	1089.591
74.667	1071	1089.569
74.684	1069	1089.547
74.701	1030	1089.525
74.718	1059	1089.503
74.735	1083	1089.481
74.752	1044	1089.459
74.769	1037	1089.437
74.786	1091	1089.416
74.803	1079	1089.394
74.82	1106	1089.372
74.837	1058	1089.35
74.854	1092	1089.329
74.871	1063	1089.307
74.888	1099	1089.286
74.905	1096	1089.264
74.922	1079	1089.242
74.939	1093	1089.221
74.956	1078	1089.199
74.973	1080	1089.178
74.99	1011	1089.157
75.007	1094	1089.135
75.024	1082	1089.114
75.041	1069	1089.092
75.058	1088	1089.071
75.075	1098	1089.05
75.092	1098	1089.029
75.109	1109	1089.007
75.126	1102	1088.986
75.143	1065	1088.965
75.16	1059	1088.944
75.177	1077	1088.922
75.194	1125	1088.901
75.211	1045	1088.88
75.228	1055	1088.859
75.245	1074	1088.838
75.262	1079	1088.817
75.279	1092	1088.796
75.296	1075	1088.775
