x	y_obs	y_bkg
35.703	1203	1135.935
35.72	1177	1135.941
35.737	1181	1135.947
35.754	1203	1135.954
35.771	1121	1135.961
35.788	1106	1135.97
35.805	1098	1135.979
35.822	1069	1135.989
35.839	1201	1136
35.856	1199	1136.012
35.873	1131	1136.024
35.89	1177	1136.038
35.907	1191	1136.052
35.924	1193	1136.067
35.941	1146	1136.083
35.958	1139	1136.1
35.975	1219	1136.118
35.992	1186	1136.137
36.009	1190	1136.157
36.026	1162	1136.178
36.043	1184	1136.2
36.06	1177	1136.222
36.077	1208	1136.246
36.094	1243	1136.271
36.111	1205	1136.297
36.128	1213	1136.325
36.145	1200	1136.353
36.162	1182	1136.382
36.179	1213	1136.413
36.196	1279	1136.445
36.213	1302	1136.478
36.23	1303	1136.512
36.247	1377	1136.548
36.264	1443	1136.585
36.281	1531	1136.623
36.298	1567	1136.663
36.315	1691	1136.704
36.332	1844	1136.747
36.349	1947	1136.791
36.366	2217	1136.837
36.383	2497	1136.884
36.4	2864	1136.933
36.417	3234	1136.983
36.434	3534	1137.035
36.451	3856	1137.089
36.468	3738	1137.145
36.485	3664	1137.202
36.502	3469	1137.262
36.519	3116	1137.323
36.536	2991	1137.386
36.553	2744	1137.452
36.57	2325	1137.519
36.587	2189	1137.589
36.604	1982	1137.661
36.621	1700	1137.735
36.638	1623	1137.812
36.655	1466	1137.891
36.672	1443	1137.973
36.689	1361	1138.057
36.706	1280	1138.144
36.723	1272	1138.234
36.74	1273	1138.326
36.757	1178	1138.422
36.774	1187	1138.52
36.791	1183	1138.622
36.808	1209	1138.727
36.825	1221	1138.836
36.842	1182	1138.948
36.859	1206	1139.063
36.876	1165	1139.182
36.893	1149	1139.546
36.91	1144	1139.674
36.927	1170	1139.807
36.944	1142	1139.943
36.961	1180	1140.084
36.978	1094	1140.23
36.995	1163	1140.381
37.012	1175	1140.536
37.029	1129	1140.697
37.046	1154	1140.863
37.063	1182	1141.035
37.08	1159	1141.213
37.097	1145	1141.396
37.114	1134	1141.586
37.131	1125	1141.783
37.148	1122	1141.986
37.165	1170	1142.197
37.182	1169	1142.414
37.199	1121	1142.64
37.216	1081	1142.874
37.233	1072	1143.116
37.25	1138	1143.367
37.267	1153	1143.627
37.284	1146	1143.897
37.301	1146	1144.176
37.318	1098	1144.467
37.335	1159	1144.768
37.352	1118	1145.081
37.369	1117	1145.406
37.386	1160	1145.743
37.403	1148	1146.094
37.42	1083	1146.459
37.437	1157	1146.839
37.454	1185	1147.234
37.471	1154	1147.645
37.488	1157	1148.074
37.505	1132	1148.521
37.522	1136	1148.986
37.539	1199	1149.472
37.556	1149	1149.98
37.573	1083	1150.509
37.59	1145	1151.063
37.607	1171	1151.641
37.624	1113	1152.247
37.641	1067	1152.881
37.658	1083	1153.545
37.675	1157	1154.241
37.692	1100	1154.971
37.709	1155	1155.737
37.726	1082	1156.543
37.743	1181	1157.39
37.76	1150	1158.281
37.777	1085	1159.22
37.794	1116	1160.209
37.811	1131	1161.254
37.828	1101	1162.358
37.845	1138	1163.525
37.862	1146	1164.761
37.879	1184	1166.071
37.896	1195	1167.462
37.913	1140	1168.94
37.93	1124	1170.514
37.947	1084	1172.191
37.964	1099	1173.984
37.981	1140	1175.901
37.998	1121	1177.956
38.015	1184	1180.164
38.032	1164	1182.541
38.049	1139	1185.108
38.066	1190	1187.886
38.083	1158	1190.904
38.1	1139	1194.192
38.117	1193	1197.79
38.134	1188	1201.745
38.151	1215	1206.115
38.168	1204	1210.973
38.185	1210	1216.413
38.202	1243	1222.555
38.219	1270	1229.564
38.236	1275	1237.661
38.253	1297	1247.163
38.27	1353	1258.531
38.287	1372	1272.469
38.304	1409	1290.104
38.321	1550	1313.331
38.338	1692	1345.571
38.355	1847	1393.489
38.372	2017	1471.351
38.389	2271	1611.146
38.406	2422	1876.561
38.423	2617	2288.59
38.44	2713	2403.271
38.457	2572	2038.403
38.474	2476	1751.602
38.491	2216	1614.837
38.508	1978	1558.412
38.525	1890	1542.386
38.542	1731	1549.367
38.559	1666	1572.142
38.576	1566	1607.95
38.593	1602	1656.292
38.61	1594	1718.05
38.627	1687	1795.159
38.644	1781	1890.531
38.661	1895	2007.97
38.678	1969	2152.184
38.695	2155	2328.397
38.712	2484	2541.412
38.729	2775	2793.468
38.746	2980	3079.916
38.763	3303	3383.102
38.78	3660	3666.164
38.797	3957	3874.679
38.814	4037	3954.587
38.831	3959	3881.669
38.848	3787	3677.746
38.865	3486	3395.987
38.882	3128	3091.401
38.899	2788	2801.894
38.916	2509	2546.118
38.933	2303	2329.085
38.95	2116	2148.761
38.967	1931	2000.311
38.984	1774	1878.34
39.001	1658	1777.939
39.018	1583	1694.901
39.035	1545	1625.814
39.052	1493	1567.955
39.069	1454	1519.159
39.086	1387	1477.736
39.103	1334	1442.333
39.12	1329	1411.881
39.137	1302	1385.528
39.154	1306	1362.589
39.171	1267	1342.519
39.188	1233	1324.868
39.205	1258	1309.269
39.222	1275	1295.424
39.239	1285	1283.081
39.256	1307	1272.038
39.273	1291	1262.118
39.29	1288	1253.177
39.307	1293	1245.092
39.324	1226	1237.757
39.341	1217	1231.085
39.358	1252	1224.997
39.375	1222	1219.429
39.392	1258	1214.323
39.409	1247	1209.629
39.426	1221	1205.305
39.443	1207	1201.313
39.46	1187	1197.621
39.477	1243	1194.198
39.494	1234	1191.019
39.511	1212	1188.062
39.528	1239	1185.307
39.545	1158	1182.736
39.562	1257	1180.332
39.579	1241	1178.081
39.596	1224	1175.971
39.613	1179	1173.991
39.63	1178	1172.129
39.647	1220	1170.376
39.664	1208	1168.725
39.681	1175	1167.166
39.698	1186	1165.695
39.715	1200	1164.303
39.732	1227	1162.986
39.749	1197	1161.738
39.766	1205	1160.554
39.783	1162	1159.43
39.8	1211	1158.363
39.817	1227	1157.347
39.834	1214	1156.38
39.851	1186	1155.46
39.868	1227	1154.582
39.885	1235	1153.744
39.902	1239	1152.944
39.919	1227	1152.179
39.936	1170	1151.448
39.953	1123	1150.749
39.97	1140	1150.079
39.987	1197	1149.437
40.004	1196	1148.821
40.021	1199	1148.231
40.038	1189	1147.664
40.055	1157	1147.12
40.072	1215	1146.596
40.089	1200	1146.093
40.106	1148	1145.609
40.123	1147	1145.143
40.14	1185	1144.694
40.157	1169	1144.261
40.174	1163	1143.844
40.191	1187	1143.442
40.208	1197	1143.054
40.225	1195	1142.679
40.242	1187	1142.317
40.259	1168	1141.967
40.276	1118	1141.629
40.293	1091	1141.302
40.31	1156	1140.985
40.327	1150	1140.679
40.344	1192	1140.382
40.361	1216	1140.095
40.378	1167	1139.817
40.395	1169	1139.547
40.412	1176	1139.285
40.429	1203	1139.031
40.446	1193	1138.785
40.463	1190	1138.546
40.48	1151	1138.314
40.497	1133	1138.089
40.514	1234	1137.87
40.531	1313	1137.657
40.548	1260	1137.45
40.565	1279	1137.249
40.582	1323	1137.053
40.599	1259	1136.863
40.616	1307	1136.678
40.633	1267	1136.498
40.65	1248	1136.322
40.667	1305	1136.151
40.684	1256	1135.985
40.701	1264	1135.822
40.718	1278	1135.664
40.735	1221	1135.51
40.752	1202	1135.36
40.769	1258	1135.213
40.786	1196	1135.07
40.803	1174	1134.931
40.82	1194	1134.795
40.837	1177	1134.662
40.854	1130	1134.532
40.871	1212	1134.406
40.888	1185	1134.282
40.905	1118	1134.162
40.922	1162	1134.044
40.939	1140	1133.929
40.956	1183	1133.816
40.973	1227	1133.706
40.99	1181	1133.599
41.007	1160	1133.494
41.024	1173	1133.391
41.041	1200	1133.291
41.058	1187	1133.193
41.075	1175	1133.097
41.092	1154	1133.003
41.109	1168	1132.911
41.126	1179	1132.822
41.143	1173	1132.734
41.16	1192	1132.648
41.177	1179	1132.564
41.194	1182	1132.482
41.211	1176	1132.402
41.228	1164	1132.323
41.245	1161	1132.246
41.262	1126	1132.171
41.279	1133	1132.097
41.296	1142	1132.025
41.313	1179	1131.955
41.33	1141	1131.886
41.347	1094	1131.819
41.364	1169	1131.753
41.381	1166	1131.688
41.398	1171	1131.625
41.415	1148	1131.563
41.432	1118	1131.503
41.449	1167	1131.444
41.466	1176	1131.386
41.483	1179	1131.33
41.5	1135	1131.275
41.517	1179	1131.221
41.534	1115	1131.168
41.551	1163	1131.117
41.568	1157	1131.066
41.585	1173	1131.017
41.602	1165	1130.97
41.619	1248	1130.923
41.636	1190	1130.877
41.653	1218	1130.833
41.67	1172	1130.789
41.687	1199	1130.747
41.704	1194	1130.706
41.721	1195	1130.666
41.738	1225	1130.627
41.755	1201	1130.589
41.772	1182	1130.552
41.789	1216	1130.516
41.806	1204	1130.482
41.823	1151	1130.448
41.84	1222	1130.415
41.857	1155	1130.384
41.874	1123	1130.353
41.891	1136	1130.323
41.908	1177	1130.295
41.925	1136	1130.267
41.942	1118	1130.241
41.959	1156	1130.215
41.976	1175	1130.191
41.993	1222	1130.167
42.01	1202	1130.145
42.027	1197	1130.123
42.044	1218	1130.103
42.061	1193	1130.083
42.078	1192	1130.065
42.095	1202	1130.048
42.112	1200	1130.032
42.129	1150	1130.016
42.146	1150	1130.002
42.163	1201	1129.989
42.18	1242	1129.977
42.197	1201	1129.966
42.214	1215	1129.956
42.231	1248	1129.948
42.248	1229	1129.94
42.265	1282	1129.934
42.282	1345	1129.929
42.299	1375	1129.924
42.316	1382	1129.921
42.333	1379	1129.92
42.35	1389	1129.919
42.367	1457	1129.92
42.384	1464	1129.922
42.401	1608	1129.925
42.418	1642	1129.93
42.435	1719	1129.936
42.452	1810	1129.943
42.469	1912	1129.952
42.486	2167	1129.962
42.503	2416	1129.973
42.52	2726	1129.986
42.537	3095	1130.001
42.554	3606	1130.017
42.571	4107	1130.034
42.588	4511	1130.054
42.605	4790	1130.075
42.622	4861	1130.097
42.639	4784	1130.121
42.656	4706	1130.148
42.673	4284	1130.175
42.69	4015	1130.205
42.707	3713	1130.237
42.724	3419	1130.271
42.741	3144	1130.306
42.758	2884	1130.344
42.775	2690	1130.384
42.792	2461	1130.427
42.809	2408	1130.471
42.826	2488	1130.518
42.843	2574	1130.568
42.86	2750	1130.62
42.877	2978	1130.674
42.894	3340	1130.732
42.911	3646	1130.792
42.928	4245	1130.855
42.945	4803	1130.921
42.962	5465	1130.99
42.979	6200	1131.063
42.996	6930	1131.138
43.013	7607	1131.218
43.03	7912	1131.301
43.047	7959	1131.387
43.064	7926	1131.478
43.081	7583	1131.573
43.098	7148	1131.672
43.115	6744	1131.775
43.132	6153	1131.883
43.149	5476	1131.996
43.166	4922	1132.114
43.183	4363	1132.237
43.2	3823	1132.365
43.217	3330	1132.5
43.234	2877	1132.64
43.251	2597	1132.787
43.268	2348	1132.94
43.285	2127	1133.1
43.302	1961	1133.227
43.319	1842	1133.402
43.336	1700	1133.585
43.353	1597	1133.777
43.37	1533	1133.977
43.387	1437	1134.186
43.404	1403	1134.405
43.421	1365	1134.635
43.438	1399	1134.875
43.455	1258	1135.127
43.472	1301	1135.391
43.489	1336	1135.667
43.506	1262	1135.957
43.523	1265	1136.261
43.54	1221	1136.581
43.557	1275	1136.917
43.574	1232	1137.269
43.591	1239	1137.64
43.608	1208	1138.03
43.625	1272	1138.441
43.642	1173	1138.874
43.659	1208	1139.331
43.676	1177	1139.812
43.693	1148	1140.32
43.71	1153	1140.857
43.727	1195	1141.425
43.744	1171	1142.026
43.761	1184	1142.662
43.778	1140	1143.337
43.795	1173	1144.053
43.812	1196	1144.815
43.829	1223	1145.624
43.846	1184	1146.485
43.863	1161	1147.404
43.88	1145	1148.384
43.897	1124	1149.431
43.914	1158	1150.552
43.931	1175	1151.752
43.948	1192	1153.041
43.965	1196	1154.425
43.982	1198	1155.916
43.999	1190	1157.524
44.016	1148	1159.26
44.033	1199	1161.139
44.05	1210	1163.177
44.067	1147	1165.392
44.084	1140	1167.805
44.101	1161	1170.439
44.118	1151	1173.322
44.135	1185	1176.485
44.152	1204	1179.967
44.169	1176	1183.811
44.186	1236	1188.065
44.203	1277	1192.794
44.22	1213	1198.065
44.237	1189	1203.968
44.254	1241	1210.604
44.271	1253	1218.095
44.288	1239	1226.596
44.305	1303	1236.29
44.322	1316	1247.413
44.339	1305	1260.248
44.356	1313	1275.154
44.373	1325	1292.599
44.39	1342	1313.166
44.407	1268	1337.635
44.424	1382	1367.013
44.441	1344	1402.635
44.458	1431	1446.34
44.475	1470	1500.578
44.492	1606	1568.794
44.509	1639	1655.705
44.526	1704	1767.818
44.543	1906	1914.103
44.56	2098	2106.056
44.577	2400	2357.125
44.594	2693	2677.558
44.611	3065	3060.563
44.628	3524	3455.881
44.645	3805	3748.41
44.662	3809	3805.528
44.679	3517	3596.153
44.696	3234	3225.805
44.713	2845	2827.973
44.73	2505	2479.428
44.747	2270	2200.711
44.764	2046	1986.154
44.781	1860	1822.748
44.798	1685	1697.855
44.815	1657	1601.55
44.832	1553	1526.335
44.849	1494	1466.833
44.866	1469	1419.159
44.883	1451	1380.462
44.9	1456	1348.706
44.917	1446	1322.353
44.934	1393	1300.277
44.951	1420	1281.624
44.968	1499	1265.725
44.985	1577	1252.08
45.002	1607	1240.282
45.019	1632	1230.02
45.036	1729	1221.043
45.053	1787	1213.145
45.07	1777	1206.165
45.087	1788	1199.964
45.104	1751	1194.433
45.121	1684	1189.482
45.138	1648	1185.03
45.155	1594	1181.015
45.172	1501	1177.382
45.189	1461	1174.083
45.206	1417	1171.082
45.223	1343	1168.341
45.24	1328	1165.835
45.257	1287	1163.535
45.274	1259	1161.42
45.291	1293	1159.473
45.308	1244	1157.676
45.325	1159	1156.014
45.342	1161	1154.474
45.359	1237	1153.045
45.376	1218	1151.717
45.393	1140	1150.482
45.41	1206	1149.33
45.427	1198	1148.256
45.444	1161	1147.252
45.461	1197	1146.313
45.478	1193	1145.434
45.495	1172	1144.611
45.512	1087	1143.839
45.529	1183	1143.114
45.546	1167	1142.433
45.563	1157	1141.793
45.58	1149	1141.192
45.597	1210	1140.626
45.614	1134	1140.093
45.631	1149	1139.592
45.648	1163	1139.12
45.665	1167	1138.676
45.682	1143	1138.259
45.699	1190	1137.865
45.716	1185	1137.495
45.733	1212	1137.148
45.75	1221	1136.821
45.767	1170	1136.514
45.784	1125	1136.227
45.801	1149	1135.958
45.818	1169	1135.706
45.835	1171	1135.471
45.852	1212	1135.253
45.869	1128	1135.05
45.886	1150	1134.863
45.903	1169	1134.69
45.92	1108	1134.532
45.937	1097	1134.387
45.954	1110	1134.257
45.971	1102	1134.14
45.988	1111	1134.037
46.005	1122	1133.947
46.022	1104	1133.869
46.039	1120	1133.805
46.056	1152	1133.754
46.073	1159	1133.717
46.09	1144	1133.692
46.107	1140	1133.68
46.124	1155	1133.682
46.141	1167	1133.698
46.158	1148	1133.727
46.175	1127	1133.771
46.192	1125	1133.829
46.209	1126	1133.903
46.226	1153	1133.992
46.243	1127	1134.097
46.26	1171	1134.218
46.277	1135	1134.357
46.294	1120	1134.515
46.311	1098	1134.691
46.328	1126	1134.887
46.345	1119	1135.105
46.362	1149	1135.345
46.379	1144	1135.609
46.396	1128	1135.898
46.413	1147	1136.214
46.43	1149	1136.558
46.447	1172	1136.933
46.464	1096	1137.342
46.481	1168	1137.785
46.498	1144	1138.268
46.515	1166	1138.791
46.532	1197	1139.36
46.549	1174	1139.977
46.566	1168	1140.648
46.583	1167	1141.377
46.6	1145	1142.169
46.617	1127	1143.032
46.634	1120	1143.972
46.651	1133	1144.997
46.668	1130	1146.116
46.685	1124	1147.339
46.702	1124	1148.679
46.719	1116	1150.149
46.736	1178	1151.765
46.753	1153	1153.545
46.77	1151	1155.509
46.787	1185	1157.683
46.804	1166	1160.094
46.821	1168	1162.778
46.838	1181	1165.772
46.855	1170	1169.123
46.872	1180	1172.888
46.889	1200	1177.131
46.906	1159	1181.934
46.923	1163	1187.392
46.94	1162	1193.619
46.957	1179	1200.76
46.974	1234	1208.983
46.991	1230	1218.505
47.008	1243	1229.581
47.025	1205	1242.524
47.042	1232	1257.729
47.059	1297	1275.654
47.076	1277	1296.868
47.093	1305	1322.009
47.11	1351	1351.772
47.127	1424	1386.865
47.144	1446	1427.775
47.161	1509	1474.547
47.178	1540	1526.193
47.195	1587	1580.055
47.212	1621	1631.28
47.229	1716	1672.833
47.246	1677	1697.147
47.263	1676	1698.903
47.28	1683	1677.692
47.297	1615	1638.187
47.314	1588	1587.858
47.331	1505	1533.912
47.348	1485	1481.608
47.365	1469	1433.913
47.382	1460	1391.985
47.399	1420	1355.942
47.416	1379	1325.303
47.433	1286	1299.404
47.45	1266	1277.543
47.467	1217	1259.051
47.484	1311	1243.368
47.501	1229	1230.004
47.518	1241	1218.565
47.535	1197	1208.726
47.552	1228	1200.216
47.569	1190	1192.822
47.586	1172	1186.361
47.603	1163	1180.69
47.62	1212	1175.692
47.637	1123	1171.263
47.654	1152	1167.326
47.671	1140	1163.809
47.688	1122	1160.656
47.705	1126	1157.821
47.722	1125	1155.262
47.739	1173	1152.944
47.756	1113	1150.839
47.773	1106	1148.921
47.79	1139	1147.169
47.807	1121	1145.564
47.824	1119	1144.09
47.841	1103	1142.733
47.858	1125	1141.482
47.875	1097	1140.325
47.892	1118	1139.252
47.909	1107	1138.257
47.926	1067	1137.331
47.943	1054	1136.468
47.96	1085	1135.662
47.977	1161	1134.909
47.994	1164	1134.203
48.011	1098	1133.541
48.028	1121	1132.919
48.045	1129	1132.333
48.062	1136	1131.782
48.079	1101	1131.261
48.096	1116	1130.77
48.113	1139	1130.305
48.13	1154	1129.864
48.147	1110	1129.446
48.164	1139	1129.05
48.181	1132	1128.673
48.198	1111	1128.314
48.215	1146	1127.973
48.232	1118	1127.647
48.249	1148	1127.336
48.266	1156	1127.039
48.283	1146	1126.756
48.3	1143	1126.484
48.317	1088	1126.224
48.334	1075	1125.975
48.351	1158	1125.735
48.368	1064	1125.506
48.385	1112	1125.285
48.402	1133	1125.073
48.419	1166	1124.868
48.436	1198	1124.672
48.453	1095	1124.482
48.47	1134	1124.299
48.487	1115	1124.122
48.504	1115	1123.952
48.521	1159	1123.787
48.538	1181	1123.628
48.555	1064	1123.474
48.572	1108	1123.325
48.589	1142	1123.18
48.606	1113	1123.04
48.623	1146	1122.904
48.64	1135	1122.772
48.657	1141	1122.644
48.674	1106	1122.52
48.691	1141	1122.399
48.708	1192	1122.281
48.725	1155	1122.167
48.742	1096	1122.055
48.759	1145	1121.947
48.776	1114	1121.841
48.793	1102	1121.738
48.81	1119	1121.638
48.827	1187	1121.54
48.844	1181	1121.444
48.861	1129	1121.351
48.878	1142	1121.259
48.895	1185	1121.17
48.912	1142	1121.083
48.929	1188	1120.998
48.946	1195	1120.914
48.963	1166	1120.833
48.98	1185	1120.753
48.997	1194	1120.675
49.014	1181	1120.598
49.031	1154	1120.523
49.048	1182	1120.449
49.065	1173	1120.377
49.082	1193	1120.306
49.099	1215	1120.236
49.116	1230	1120.168
49.133	1222	1120.101
49.15	1256	1120.035
49.167	1248	1119.97
49.184	1261	1119.906
49.201	1230	1119.843
49.218	1307	1119.782
49.235	1325	1119.721
49.252	1393	1119.662
49.269	1362	1119.603
49.286	1385	1119.545
49.303	1497	1119.488
49.32	1575	1119.432
49.337	1602	1119.377
49.354	1688	1119.322
49.371	1733	1119.268
49.388	1763	1119.216
49.405	1920	1119.163
49.422	2088	1119.112
49.439	2129	1119.061
49.456	2453	1119.011
49.473	2782	1118.961
49.49	3039	1118.912
49.507	3484	1118.864
49.524	4233	1118.816
49.541	4953	1118.769
49.558	5742	1118.723
49.575	6130	1118.677
49.592	6134	1118.631
49.609	6025	1118.586
49.626	5609	1118.542
49.643	5171	1118.498
49.66	4746	1118.454
49.677	4521	1118.411
49.694	4405	1118.368
49.711	4088	1118.326
49.728	3650	1118.284
49.745	3104	1118.243
49.762	2664	1118.202
49.779	2314	1118.162
49.796	2115	1118.121
49.813	1900	1118.082
49.83	1745	1118.042
49.847	1644	1118.003
49.864	1505	1117.964
49.881	1467	1117.926
49.898	1435	1117.888
49.915	1366	1117.85
49.932	1353	1117.813
49.949	1307	1117.776
49.966	1326	1117.739
49.983	1311	1117.702
50	1281	1117.666
50.017	1239	1117.63
50.034	1214	1117.594
50.051	1211	1117.559
50.068	1167	1117.524
50.085	1177	1117.489
50.102	1187	1117.454
50.119	1204	1117.42
50.136	1218	1117.386
50.153	1155	1117.352
50.17	1209	1117.318
50.187	1225	1117.285
50.204	1144	1117.252
50.221	1190	1117.219
50.238	1168	1117.186
50.255	1133	1117.153
50.272	1178	1117.121
50.289	1180	1117.088
50.306	1196	1117.056
50.323	1145	1117.025
50.34	1162	1116.993
50.357	1125	1116.961
50.374	1070	1116.93
50.391	1135	1116.959
50.408	1097	1116.928
50.425	1146	1116.898
50.442	1143	1116.867
50.459	1114	1116.837
50.476	1160	1116.807
50.493	1082	1116.777
50.51	1075	1116.747
50.527	1074	1116.717
50.544	1087	1116.688
50.561	1121	1116.658
50.578	1056	1116.629
50.595	1065	1116.6
50.612	1171	1116.571
50.629	1093	1116.542
50.646	1061	1116.514
50.663	1099	1116.485
50.68	1095	1116.457
50.697	1122	1116.428
50.714	1126	1116.4
50.731	1130	1116.372
50.748	1123	1116.344
50.765	1115	1116.316
50.782	1086	1116.289
50.799	1091	1116.261
50.816	1125	1116.233
50.833	1138	1116.206
50.85	1084	1116.179
50.867	1050	1116.152
50.884	1105	1116.124
50.901	1134	1116.097
50.918	1102	1116.071
50.935	1084	1116.044
50.952	1098	1116.017
50.969	1119	1115.991
50.986	1124	1115.964
51.003	1117	1115.938
51.02	1147	1115.911
51.037	1185	1115.885
51.054	1117	1115.859
51.071	1081	1115.833
51.088	1062	1115.807
51.105	1036	1115.781
51.122	1081	1115.755
51.139	1135	1115.729
51.156	1098	1115.704
51.173	1089	1115.678
51.19	1083	1115.653
51.207	1092	1115.627
51.224	1090	1115.602
51.241	1058	1115.577
51.258	1086	1115.551
51.275	1083	1115.526
51.292	1087	1115.501
51.309	1131	1115.476
51.326	1073	1115.451
51.343	1038	1115.427
51.36	1087	1115.402
51.377	1047	1115.377
51.394	1122	1115.352
51.411	1128	1115.328
51.428	1189	1115.303
51.445	1077	1115.279
51.462	1075	1115.254
51.479	1130	1115.23
51.496	1082	1115.206
51.513	1078	1115.181
51.53	1081	1115.157
51.547	1075	1115.133
51.564	1110	1115.109
51.581	1115	1115.085
51.598	1089	1115.061
51.615	1098	1115.037
51.632	1095	1115.013
51.649	1112	1114.99
51.666	1138	1114.966
51.683	1128	1114.942
51.7	1072	1114.919
51.717	1055	1114.895
51.734	1101	1114.871
51.751	1123	1114.848
51.768	1078	1114.824
51.785	1087	1114.801
51.802	1106	1114.778
51.819	1119	1114.754
51.836	1103	1114.731
51.853	1118	1114.708
51.87	1114	1114.685
51.887	1106	1114.662
51.904	1125	1114.638
51.921	1115	1114.615
51.938	1133	1114.609
51.955	1158	1114.586
51.972	1172	1114.564
51.989	1161	1114.541
52.006	1108	1114.518
52.023	1095	1114.495
52.04	1097	1114.473
52.057	1117	1114.45
52.074	1174	1114.427
52.091	1150	1114.405
52.108	1164	1114.382
52.125	1205	1114.36
52.142	1169	1114.337
52.159	1153	1114.315
52.176	1211	1114.293
52.193	1186	1114.27
52.21	1247	1114.248
52.227	1215	1114.226
52.244	1275	1114.203
52.261	1304	1114.181
52.278	1349	1114.159
52.295	1375	1114.137
52.312	1397	1114.115
52.329	1450	1114.093
52.346	1518	1114.071
52.363	1535	1114.049
52.38	1609	1114.027
52.397	1742	1114.005
52.414	1794	1113.983
52.431	1958	1113.961
52.448	1954	1113.939
52.465	2072	1113.917
52.482	2130	1113.896
52.499	2191	1113.874
52.516	2254	1113.852
52.533	2258	1113.83
52.55	2247	1113.809
52.567	2200	1113.787
52.584	2138	1113.765
52.601	2146	1113.744
52.618	2043	1113.722
52.635	1959	1113.701
52.652	1895	1113.679
52.669	1778	1113.658
52.686	1755	1113.636
52.703	1672	1113.615
52.72	1577	1113.593
52.737	1520	1113.572
52.754	1455	1113.551
52.771	1385	1113.529
52.788	1350	1113.508
52.805	1310	1113.487
52.822	1297	1113.466
52.839	1271	1113.444
52.856	1228	1113.423
52.873	1203	1113.402
52.89	1198	1113.381
52.907	1179	1113.36
52.924	1197	1113.339
52.941	1172	1113.318
52.958	1196	1113.296
52.975	1190	1113.275
52.992	1161	1113.254
53.009	1163	1113.233
53.026	1176	1113.212
53.043	1171	1113.192
53.06	1139	1113.171
53.077	1142	1113.15
53.094	1184	1113.129
53.111	1170	1113.108
53.128	1126	1113.087
53.145	1102	1113.066
53.162	1138	1113.046
53.179	1136	1113.025
53.196	1107	1113.004
53.213	1123	1112.983
53.23	1127	1112.963
53.247	1119	1112.942
53.264	1065	1112.921
53.281	1118	1112.901
53.298	1103	1112.88
53.315	1106	1112.859
53.332	1104	1112.839
53.349	1159	1112.818
53.366	1098	1112.798
53.383	1141	1112.777
53.4	1120	1112.757
53.417	1133	1112.736
53.434	1169	1112.716
53.451	1076	1112.695
53.468	1150	1112.675
53.485	1131	1112.654
53.502	1129	1112.634
53.519	1126	1112.614
53.536	1125	1112.593
53.553	1158	1112.573
53.57	1107	1112.553
53.587	1128	1112.532
53.604	1091	1112.512
53.621	1154	1112.492
53.638	1142	1112.472
53.655	1153	1112.451
53.672	1104	1112.431
53.689	1111	1112.411
53.706	1132	1112.391
53.723	1162	1112.371
53.74	1163	1112.35
53.757	1167	1112.33
53.774	1105	1112.31
53.791	1088	1112.29
53.808	1117	1112.27
53.825	1091	1112.25
53.842	1120	1112.23
53.859	1163	1112.21
53.876	1148	1112.19
53.893	1110	1112.17
53.91	1067	1112.15
53.927	1073	1112.13
53.944	1082	1112.11
53.961	1119	1112.09
53.978	1140	1112.07
53.995	1150	1112.05
54.012	1130	1112.031
54.029	1115	1112.011
54.046	1149	1111.991
54.063	1164	1111.971
54.08	1095	1111.951
54.097	1113	1112.004
54.114	1095	1111.984
54.131	1139	1111.965
54.148	1122	1111.945
54.165	1133	1111.925
54.182	1137	1111.906
54.199	1162	1111.886
54.216	1085	1111.867
54.233	1123	1111.847
54.25	1120	1111.828
54.267	1153	1111.808
54.284	1131	1111.789
54.301	1133	1111.77
54.318	1069	1111.75
54.335	1067	1111.731
54.352	1095	1111.711
54.369	1179	1111.692
54.386	1084	1111.673
54.403	1101	1111.653
54.42	1123	1111.634
54.437	1098	1111.615
54.454	1105	1111.596
54.471	1090	1111.576
54.488	1096	1111.557
54.505	1150	1111.538
54.522	1139	1111.519
54.539	1103	1111.5
54.556	1143	1111.48
54.573	1100	1111.461
54.59	1139	1111.442
54.607	1198	1111.423
54.624	1119	1111.287
54.641	1162	1111.268
54.658	1116	1111.25
54.675	1124	1111.231
54.692	1158	1111.212
54.709	1127	1111.193
54.726	1105	1111.175
54.743	1121	1111.156
54.76	1157	1111.137
54.777	1127	1111.118
54.794	1114	1111.1
54.811	1142	1111.081
54.828	1111	1111.063
54.845	1068	1111.044
54.862	1071	1111.025
54.879	1121	1111.007
54.896	1109	1110.988
54.913	1144	1110.97
54.93	1132	1110.951
54.947	1127	1110.933
54.964	1185	1110.914
54.981	1179	1110.896
54.998	1169	1110.877
55.015	1147	1110.859
55.032	1150	1110.84
55.049	1117	1110.822
55.066	1131	1110.803
55.083	1108	1110.785
55.1	1153	1110.767
55.117	1119	1110.748
55.134	1129	1110.73
55.151	1090	1110.712
55.168	1109	1110.693
55.185	1059	1110.675
55.202	1131	1110.743
55.219	1143	1110.725
55.236	1125	1110.707
55.253	1174	1110.689
55.27	1082	1110.672
55.287	1120	1110.654
55.304	1147	1110.636
55.321	1146	1110.618
55.338	1085	1110.6
55.355	1081	1110.583
55.372	1100	1110.565
55.389	1160	1110.547
55.406	1111	1110.53
55.423	1131	1110.512
55.44	1076	1110.494
55.457	1086	1110.477
55.474	1117	1110.459
55.491	1068	1110.441
