x	y_obs
49.881	1467
49.898	1435
49.915	1366
49.932	1353
49.949	1307
49.966	1326
49.983	1311
50	1281
50.017	1239
50.034	1214
50.051	1211
50.068	1167
50.085	1177
50.102	1187
50.119	1204
50.136	1218
50.153	1155
50.17	1209
50.187	1225
50.204	1144
50.221	1190
50.238	1168
50.255	1133
50.272	1178
50.289	1180
50.306	1196
50.323	1145
50.34	1162
50.357	1125
50.374	1070
50.391	1135
50.408	1097
50.425	1146
50.442	1143
50.459	1114
50.476	1160
50.493	1082
50.51	1075
50.527	1074
50.544	1087
50.561	1121
50.578	1056
50.595	1065
50.612	1171
50.629	1093
50.646	1061
50.663	1099
50.68	1095
50.697	1122
50.714	1126
50.731	1130
50.748	1123
50.765	1115
50.782	1086
50.799	1091
50.816	1125
50.833	1138
50.85	1084
50.867	1050
50.884	1105
50.901	1134
50.918	1102
50.935	1084
50.952	1098
50.969	1119
50.986	1124
51.003	1117
51.02	1147
51.037	1185
51.054	1117
51.071	1081
51.088	1062
51.105	1036
51.122	1081
51.139	1135
51.156	1098
51.173	1089
51.19	1083
51.207	1092
51.224	1090
51.241	1058
51.258	1086
51.275	1083
51.292	1087
51.309	1131
51.326	1073
51.343	1038
51.36	1087
51.377	1047
51.394	1122
51.411	1128
51.428	1189
51.445	1077
51.462	1075
51.479	1130
51.496	1082
51.513	1078
51.53	1081
51.547	1075
51.564	1110
51.581	1115
51.598	1089
51.615	1098
51.632	1095
51.649	1112
51.666	1138
51.683	1128
51.7	1072
51.717	1055
51.734	1101
51.751	1123
51.768	1078
51.785	1087
51.802	1106
51.819	1119
51.836	1103
51.853	1118
51.87	1114
51.887	1106
51.904	1125
51.921	1115
51.938	1133
51.955	1158
51.972	1172
51.989	1161
52.006	1108
52.023	1095
52.04	1097
52.057	1117
52.074	1174
52.091	1150
52.108	1164
52.125	1205
52.142	1169
52.159	1153
52.176	1211
52.193	1186
52.21	1247
52.227	1215
52.244	1275
52.261	1304
52.278	1349
52.295	1375
52.312	1397
52.329	1450
52.346	1518
52.363	1535
52.38	1609
52.397	1742
52.414	1794
52.431	1958
52.448	1954
52.465	2072
52.482	2130
52.499	2191
52.516	2254
52.533	2258
52.55	2247
52.567	2200
52.584	2138
52.601	2146
52.618	2043
52.635	1959
52.652	1895
52.669	1778
52.686	1755
52.703	1672
52.72	1577
52.737	1520
52.754	1455
52.771	1385
52.788	1350
52.805	1310
52.822	1297
52.839	1271
52.856	1228
52.873	1203
52.89	1198
52.907	1179
52.924	1197
52.941	1172
52.958	1196
52.975	1190
52.992	1161
53.009	1163
53.026	1176
53.043	1171
53.06	1139
53.077	1142
53.094	1184
53.111	1170
53.128	1126
53.145	1102
53.162	1138
53.179	1136
53.196	1107
53.213	1123
53.23	1127
53.247	1119
53.264	1065
53.281	1118
53.298	1103
53.315	1106
53.332	1104
53.349	1159
53.366	1098
53.383	1141
53.4	1120
53.417	1133
53.434	1169
53.451	1076
53.468	1150
53.485	1131
53.502	1129
53.519	1126
53.536	1125
53.553	1158
53.57	1107
53.587	1128
53.604	1091
53.621	1154
53.638	1142
53.655	1153
53.672	1104
53.689	1111
53.706	1132
53.723	1162
53.74	1163
53.757	1167
53.774	1105
53.791	1088
53.808	1117
53.825	1091
53.842	1120
53.859	1163
53.876	1148
53.893	1110
53.91	1067
53.927	1073
53.944	1082
53.961	1119
53.978	1140
53.995	1150
54.012	1130
54.029	1115
54.046	1149
54.063	1164
54.08	1095
54.097	1113
54.114	1095
54.131	1139
54.148	1122
54.165	1133
54.182	1137
54.199	1162
54.216	1085
54.233	1123
54.25	1120
54.267	1153
54.284	1131
54.301	1133
54.318	1069
54.335	1067
54.352	1095
54.369	1179
54.386	1084
54.403	1101
54.42	1123
54.437	1098
54.454	1105
54.471	1090
54.488	1096
54.505	1150
54.522	1139
54.539	1103
54.556	1143
54.573	1100
54.59	1139
54.607	1198
54.624	1119
54.641	1162
54.658	1116
54.675	1124
54.692	1158
54.709	1127
54.726	1105
54.743	1121
54.76	1157
54.777	1127
54.794	1114
54.811	1142
54.828	1111
54.845	1068
54.862	1071
54.879	1121
54.896	1109
54.913	1144
54.93	1132
54.947	1127
54.964	1185
54.981	1179
54.998	1169
55.015	1147
55.032	1150
55.049	1117
55.066	1131
55.083	1108
55.1	1153
55.117	1119
55.134	1129
55.151	1090
55.168	1109
55.185	1059
55.202	1131
55.219	1143
55.236	1125
55.253	1174
55.27	1082
55.287	1120
55.304	1147
55.321	1146
55.338	1085
55.355	1081
55.372	1100
55.389	1160
55.406	1111
55.423	1131
55.44	1076
55.457	1086
55.474	1117
55.491	1068
55.508	1072
55.525	1110
55.542	1167
55.559	1140
55.576	1135
55.593	1171
55.61	1118
55.627	1036
55.644	1049
55.661	1079
55.678	1122
55.695	1112
55.712	1072
55.729	1104
55.746	1154
55.763	1132
55.78	1128
55.797	1126
55.814	1115
55.831	1123
55.848	1125
55.865	1086
55.882	1101
55.899	1103
55.916	1097
55.933	1109
55.95	1144
55.967	1115
55.984	1115
56.001	1133
56.018	1071
56.035	1097
56.052	1118
56.069	1133
56.086	1164
56.103	1097
56.12	1073
56.137	1095
56.154	1091
56.171	1135
56.188	1059
56.205	1035
56.222	1072
56.239	1063
56.256	1080
56.273	1123
56.29	1141
56.307	1056
56.324	1131
56.341	1068
56.358	1104
56.375	1114
56.392	1064
56.409	1070
56.426	1069
56.443	1081
56.46	1131
56.477	1074
56.494	1071
56.511	1091
56.528	1137
56.545	1108
56.562	1083
56.579	1106
56.596	1103
56.613	1090
56.63	1074
56.647	1069
56.664	1069
56.681	1098
56.698	1102
56.715	1093
56.732	1052
56.749	1056
56.766	1061
56.783	1086
56.8	1098
56.817	1123
56.834	1087
56.851	1076
56.868	1110
56.885	1078
56.902	1096
56.919	1086
56.936	1060
56.953	1040
56.97	1052
56.987	1094
57.004	1064
57.021	1040
57.038	1079
57.055	1093
57.072	1099
57.089	1113
57.106	1066
57.123	1091
57.14	1148
57.157	1080
57.174	1072
57.191	1051
57.208	1057
57.225	1093
57.242	1112
57.259	1041
57.276	1153
57.293	1045
57.31	1080
57.327	1061
57.344	1074
57.361	1102
57.378	1073
57.395	1053
57.412	1070
57.429	1055
57.446	1145
57.463	1107
57.48	1113
57.497	1079
57.514	1100
57.531	1101
57.548	1095
57.565	1023
57.582	1093
57.599	1091
57.616	1087
57.633	1086
57.65	1091
57.667	1105
57.684	1076
57.701	1093
57.718	1079
57.735	1057
57.752	1078
57.769	1079
57.786	1072
57.803	1095
57.82	1091
57.837	1082
57.854	1071
57.871	1058
57.888	1109
57.905	1119
57.922	1074
57.939	1091
57.956	1098
57.973	1106
57.99	1075
58.007	1044
58.024	1105
58.041	1089
58.058	1074
58.075	1080
58.092	1068
58.109	1071
58.126	1049
58.143	1085
58.16	1101
58.177	1039
58.194	1144
58.211	1127
58.228	1073
58.245	1043
58.262	1070
58.279	1069
58.296	1095
58.313	1113
58.33	1043
58.347	1030
58.364	1089
58.381	1078
58.398	1045
58.415	1075
58.432	1057
58.449	1075
58.466	1070
58.483	1090
58.5	1111
58.517	1110
58.534	1111
58.551	1084
58.568	1111
58.585	1105
58.602	1086
58.619	1093
58.636	1132
58.653	1154
58.67	1155
58.687	1171
58.704	1162
58.721	1180
58.738	1219
58.755	1238
58.772	1283
58.789	1229
58.806	1245
58.823	1295
58.84	1277
58.857	1259
58.874	1252
58.891	1212
58.908	1202
58.925	1242
58.942	1197
58.959	1144
58.976	1114
58.993	1084
59.01	1085
59.027	1105
59.044	1084
59.061	1142
59.078	1114
59.095	1118
59.112	1133
59.129	1118
59.146	1148
59.163	1110
59.18	1122
59.197	1080
59.214	1072
59.231	1067
59.248	1031
59.265	1024
59.282	1082
59.299	1046
59.316	1116
59.333	1080
59.35	1090
59.367	1073
59.384	1061
59.401	1068
59.418	1084
59.435	1044
59.452	1113
59.469	1058
59.486	1049
59.503	1065
59.52	1076
59.537	1087
59.554	1111
59.571	1071
59.588	1053
59.605	1103
59.622	1083
59.639	1072
59.656	1069
59.673	1069
59.69	1043
59.707	1046
59.724	1068
59.741	1078
59.758	1043
59.775	1051
59.792	1072
59.809	1012
59.826	1004
59.843	1065
59.86	1086
59.877	1086
59.894	1098
59.911	1104
59.928	1071
59.945	1061
59.962	1093
59.979	1103
59.996	1045
60.013	1066
60.03	1065
60.047	1085
60.064	1056
60.081	1065
60.098	1076
60.115	1094
60.132	1038
60.149	1017
60.166	1057
60.183	1067
60.2	1047
60.217	1108
60.234	1072
60.251	1091
60.268	1061
60.285	1075
60.302	1134
60.319	1059
60.336	1102
60.353	1103
60.37	1102
60.387	1089
60.404	1084
60.421	995
60.438	1020
60.455	1089
60.472	1073
60.489	1048
60.506	1079
60.523	1082
60.54	1071
60.557	1120
60.574	1107
60.591	1118
60.608	1094
60.625	1049
60.642	1055
60.659	1070
60.676	1050
60.693	1047
60.71	1087
60.727	1124
60.744	1082
60.761	1078
60.778	1100
60.795	1106
60.812	1072
60.829	1083
60.846	1114
60.863	1053
60.88	1028
60.897	1035
60.914	1081
60.931	1083
60.948	1035
60.965	1053
60.982	1008
60.999	1040
61.016	1050
61.033	1089
61.05	1090
61.067	1075
61.084	1092
61.101	1102
61.118	1023
61.135	1035
61.152	1179
61.169	1123
61.186	1174
61.203	1032
61.22	1060
61.237	1143
61.254	1100
61.271	1100
61.288	1073
61.305	1065
61.322	1088
61.339	1073
61.356	1090
61.373	1079
61.39	1052
61.407	1065
61.424	1098
61.441	1116
61.458	1061
61.475	1068
61.492	1084
61.509	1089
61.526	1036
61.543	1077
61.56	1091
61.577	1121
61.594	1100
61.611	1062
61.628	1039
61.645	1038
61.662	1098
61.679	1095
61.696	1106
61.713	1091
61.73	1073
61.747	1070
61.764	1103
61.781	1109
61.798	1077
61.815	1070
61.832	1105
61.849	1117
61.866	1093
61.883	1113
61.9	1112
61.917	1087
61.934	1088
61.951	1041
61.968	1089
61.985	1056
62.002	1037
62.019	1033
62.036	1068
62.053	1088
62.07	1074
62.087	1122
62.104	1069
62.121	1067
62.138	1103
62.155	1083
62.172	1067
62.189	1143
62.206	1028
62.223	1147
62.24	1112
62.257	1145
62.274	1088
62.291	1031
62.308	1074
62.325	1132
62.342	1100
62.359	1114
62.376	1167
62.393	1115
62.41	1132
62.427	1165
62.444	1120
62.461	1103
62.478	1204
62.495	1139
62.512	1256
62.529	1258
62.546	1243
62.563	1209
62.58	1265
62.597	1287
62.614	1352
62.631	1359
62.648	1421
62.665	1465
62.682	1524
62.699	1611
62.716	1648
62.733	1679
62.75	1727
62.767	1735
62.784	1678
62.801	1646
62.818	1648
62.835	1637
62.852	1555
62.869	1514
62.886	1504
62.903	1459
62.92	1448
62.937	1416
62.954	1398
62.971	1394
62.988	1328
63.005	1275
63.022	1221
63.039	1216
63.056	1241
63.073	1199
63.09	1184
63.107	1251
63.124	1194
63.141	1135
63.158	1216
63.175	1064
63.192	1143
63.209	1103
63.226	1123
63.243	1114
63.26	1128
63.277	1121
63.294	1101
63.311	1118
63.328	1144
63.345	1063
63.362	1110
63.379	1106
63.396	1152
63.413	1129
63.43	1150
63.447	1117
63.464	1107
63.481	1115
63.498	1138
63.515	1157
63.532	1167
63.549	1097
63.566	1108
63.583	1082
63.6	1090
63.617	1165
63.634	1110
63.651	1085
63.668	1125
63.685	1140
63.702	1099
63.719	1097
63.736	1116
63.753	1084
63.77	1099
63.787	1058
63.804	1044
63.821	1046
63.838	1100
63.855	1133
63.872	1123
63.889	1085
63.906	1111
63.923	1093
63.94	1061
63.957	1042
63.974	1070
63.991	1103
64.008	1077
64.025	1095
64.042	1077
64.059	1120
64.076	1083
64.093	1073
64.11	1093
64.127	1074
64.144	1113
64.161	1114
64.178	1050
64.195	1134
64.212	1113
64.229	1101
64.246	1081
64.263	1027
64.28	1089
64.297	1073
64.314	1105
64.331	1101
64.348	1170
64.365	1123
64.382	1067
64.399	1068
64.416	1089
64.433	1082
64.45	1120
64.467	1106
64.484	1139
64.501	1159
64.518	1162
64.535	1117
64.552	1138
64.569	1120
64.586	1119
64.603	1104
64.62	1088
64.637	1100
64.654	1124
64.671	1102
64.688	1123
64.705	1159
64.722	1147
64.739	1162
64.756	1177
64.773	1157
64.79	1173
64.807	1244
64.824	1267
64.841	1302
64.858	1325
64.875	1339
64.892	1392
64.909	1435
64.926	1471
64.943	1584
64.96	1663
64.977	1783
64.994	1879
65.011	1958
65.028	1952
65.045	1945
65.062	2020
65.079	1907
65.096	1816
65.113	1793
65.13	1708
65.147	1568
65.164	1498
65.181	1454
65.198	1404
65.215	1433
65.232	1279
65.249	1312
65.266	1282
65.283	1223
65.3	1234
65.317	1271
65.334	1191
65.351	1289
65.368	1194
65.385	1221
65.402	1208
65.419	1200
65.436	1199
65.453	1191
65.47	1299
65.487	1282
65.504	1262
65.521	1321
65.538	1391
65.555	1447
65.572	1450
65.589	1519
65.606	1574
65.623	1568
65.64	1514
65.657	1540
65.674	1515
65.691	1486
65.708	1503
65.725	1435
65.742	1394
65.759	1460
65.776	1451
65.793	1402
65.81	1389
65.827	1377
65.844	1290
65.861	1301
65.878	1337
65.895	1250
65.912	1216
65.929	1254
65.946	1192
65.963	1221
65.98	1186
65.997	1150
66.014	1130
66.031	1129
66.048	1109
66.065	1095
66.082	1096
66.099	1135
66.116	1107
66.133	1120
66.15	1086
66.167	1114
66.184	1100
66.201	1120
66.218	1133
66.235	1091
66.252	1178
66.269	1102
66.286	1077
66.303	1085
66.32	1138
66.337	1087
66.354	1111
66.371	1094
66.388	1095
66.405	1091
66.422	1131
66.439	1090
66.456	1099
66.473	1079
66.49	1053
66.507	1059
66.524	1101
66.541	1096
66.558	1097
66.575	1095
66.592	1089
66.609	1080
66.626	1066
66.643	1080
66.66	1117
66.677	1121
66.694	1096
66.711	1099
66.728	1086
66.745	1080
66.762	1112
66.779	1125
66.796	1063
66.813	1019
66.83	1056
66.847	1085
66.864	1089
66.881	1065
66.898	1096
66.915	1079
66.932	1093
66.949	1061
66.966	1044
66.983	1110
67	1119
67.017	1154
67.034	1137
67.051	1062
67.068	1082
67.085	1098
67.102	1061
67.119	1149
67.136	1094
67.153	1122
67.17	1068
67.187	1109
67.204	1073
67.221	1098
67.238	1103
67.255	1101
67.272	1058
67.289	1117
67.306	1129
67.323	1108
67.34	1099
67.357	1120
67.374	1125
67.391	1087
67.408	1060
67.425	1050
67.442	1089
67.459	1154
67.476	1162
67.493	1104
67.51	1085
67.527	1090
67.544	1105
67.561	1109
67.578	1097
67.595	1091
67.612	1105
67.629	1085
67.646	1051
67.663	1055
67.68	1060
67.697	1076
67.714	1095
67.731	1098
67.748	1078
67.765	1075
67.782	1086
67.799	1055
67.816	1086
67.833	1108
67.85	1122
67.867	1088
67.884	1137
67.901	1128
67.918	1038
67.935	1077
67.952	1139
67.969	1069
67.986	1051
68.003	1079
68.02	1122
68.037	1145
68.054	1078
68.071	1074
68.088	1119
68.105	1101
68.122	1118
68.139	1085
68.156	1143
68.173	1134
68.19	1151
68.207	1075
68.224	1094
68.241	1087
68.258	1103
68.275	1143
68.292	1078
68.309	1141
68.326	1100
68.343	1077
68.36	1087
68.377	1100
68.394	1108
68.411	1124
68.428	1080
68.445	1106
68.462	1123
68.479	1101
68.496	1115
68.513	1103
68.53	1127
68.547	1167
68.564	1139
68.581	1113
68.598	1158
68.615	1135
68.632	1138
68.649	1161
68.666	1142
68.683	1128
68.7	1136
68.717	1157
68.734	1121
68.751	1167
68.768	1194
68.785	1200
68.802	1217
68.819	1238
68.836	1228
68.853	1257
68.87	1312
68.887	1368
68.904	1349
68.921	1424
68.938	1528
68.955	1574
68.972	1618
68.989	1618
69.006	1750
69.023	1726
69.04	1798
69.057	1787
69.074	1836
69.091	1850
69.108	1817
69.125	1825
69.142	1718
69.159	1730
69.176	1726
69.193	1585
69.21	1568
69.227	1547
69.244	1489
69.261	1477
69.278	1478
69.295	1370
69.312	1318
69.329	1342
69.346	1339
69.363	1255
69.38	1278
69.397	1252
69.414	1198
69.431	1221
69.448	1241
69.465	1175
69.482	1178
69.499	1171
69.516	1159
69.533	1172
69.55	1189
69.567	1193
69.584	1225
69.601	1193
69.618	1197
69.635	1227
69.652	1217
69.669	1160
69.686	1168
69.703	1232
69.72	1210
69.737	1233
69.754	1197
69.771	1234
69.788	1303
69.805	1324
69.822	1289
69.839	1323
69.856	1299
69.873	1383
69.89	1396
69.907	1466
69.924	1490
69.941	1521
69.958	1598
69.975	1579
69.992	1690
70.009	1769
70.026	1845
70.043	2015
70.06	2087
70.077	2166
70.094	2253
70.111	2350
70.128	2351
70.145	2323
70.162	2506
70.179	2641
70.196	2586
70.213	2489
70.23	2406
70.247	2445
70.264	2383
70.281	2330
70.298	2313
70.315	2297
70.332	2233
70.349	2093
70.366	2073
70.383	1982
70.4	1856
70.417	1807
70.434	1766
70.451	1658
70.468	1605
70.485	1527
70.502	1466
70.519	1454
70.536	1434
70.553	1391
70.57	1338
70.587	1342
70.604	1329
70.621	1254
70.638	1181
70.655	1195
70.672	1199
70.689	1191
70.706	1213
70.723	1192
70.74	1200
70.757	1202
70.774	1217
70.791	1203
70.808	1173
70.825	1155
70.842	1123
70.859	1114
70.876	1119
70.893	1154
70.91	1174
70.927	1146
70.944	1129
70.961	1105
70.978	1106
70.995	1085
71.012	1170
71.029	1069
71.046	1141
71.063	1106
71.08	1115
71.097	1138
71.114	1143
71.131	1119
71.148	1105
71.165	1142
71.182	1125
71.199	1096
71.216	1095
71.233	1073
71.25	1088
71.267	1090
71.284	1043
71.301	1049
71.318	1111
71.335	1084
71.352	1071
71.369	1093
71.386	1064
71.403	1072
71.42	1096
71.437	1073
71.454	1101
71.471	1107
71.488	1108
71.505	1132
71.522	1085
71.539	1076
71.556	1089
71.573	1125
71.59	1091
71.607	1062
71.624	1131
71.641	1147
71.658	1119
71.675	1074
71.692	1100
71.709	1083
71.726	1067
71.743	1114
71.76	1082
71.777	1043
71.794	1089
71.811	1100
71.828	1090
71.845	1077
71.862	1070
71.879	1078
71.896	1091
71.913	1067
71.93	1070
71.947	1126
71.964	1105
71.981	1099
71.998	1102
72.015	1139
72.032	1128
72.049	1104
72.066	1100
72.083	1072
72.1	1001
72.117	1092
72.134	1068
72.151	1099
72.168	1061
72.185	1150
72.202	1188
72.219	1141
72.236	1124
72.253	1112
72.27	1147
72.287	1185
72.304	1177
72.321	1186
72.338	1187
72.355	1145
72.372	1145
72.389	1219
72.406	1239
72.423	1226
72.44	1210
72.457	1236
72.474	1276
72.491	1260
72.508	1250
72.525	1322
72.542	1349
72.559	1357
72.576	1438
72.593	1468
72.61	1536
72.627	1622
72.644	1772
72.661	1851
72.678	2010
72.695	2268
72.712	2423
72.729	2533
72.746	2714
72.763	2848
72.78	3001
72.797	3012
72.814	2907
72.831	2865
72.848	2746
72.865	2711
72.882	2634
72.899	2516
72.916	2507
72.933	2311
72.95	2278
72.967	2247
72.984	2120
73.001	2052
73.018	1971
73.035	1880
73.052	1782
73.069	1657
73.086	1671
73.103	1560
73.12	1382
73.137	1331
73.154	1270
73.171	1238
73.188	1239
73.205	1243
73.222	1166
73.239	1183
73.256	1190
73.273	1196
73.29	1149
73.307	1139
73.324	1124
73.341	1120
73.358	1160
73.375	1132
73.392	1106
73.409	1108
73.426	1135
73.443	1148
73.46	1133
73.477	1115
73.494	1078
73.511	1094
73.528	1116
73.545	1094
73.562	1093
73.579	1082
73.596	1092
73.613	1088
73.63	1090
73.647	1105
73.664	1107
73.681	1092
73.698	1101
73.715	1101
73.732	1094
73.749	1050
73.766	1094
73.783	1102
73.8	1079
73.817	1129
73.834	1145
73.851	1130
73.868	1169
73.885	1099
73.902	1091
73.919	1162
73.936	1081
73.953	1109
73.97	1111
73.987	1079
74.004	1003
74.021	1126
74.038	1038
74.055	1107
74.072	1088
74.089	1087
74.106	1102
74.123	1036
74.14	1129
74.157	1089
74.174	1099
74.191	1073
74.208	1094
74.225	1086
74.242	1068
74.259	1045
74.276	1054
74.293	1062
74.31	1096
74.327	1102
74.344	1104
74.361	1090
74.378	1081
74.395	1046
74.412	1076
74.429	1102
74.446	1116
74.463	1110
74.48	1088
74.497	1073
74.514	1058
74.531	1076
74.548	1100
74.565	1088
74.582	1059
74.599	1082
74.616	1099
74.633	1117
74.65	1102
74.667	1071
74.684	1069
74.701	1030
74.718	1059
74.735	1083
74.752	1044
74.769	1037
74.786	1091
74.803	1079
74.82	1106
74.837	1058
74.854	1092
74.871	1063
74.888	1099
74.905	1096
74.922	1079
74.939	1093
74.956	1078
74.973	1080
74.99	1011
75.007	1094
75.024	1082
75.041	1069
75.058	1088
75.075	1098
75.092	1098
75.109	1109
75.126	1102
75.143	1065
75.16	1059
75.177	1077
75.194	1125
75.211	1045
75.228	1055
75.245	1074
75.262	1079
75.279	1092
75.296	1075
75.313	1065
75.33	1049
75.347	1038
75.364	1102
75.381	1116
75.398	1074
75.415	1098
75.432	1095
75.449	1078
75.466	1084
75.483	1080
75.5	1061
75.517	1055
75.534	1067
75.551	1082
75.568	1067
75.585	1043
75.602	1062
75.619	1076
75.636	1053
75.653	1055
75.67	1078
75.687	1115
75.704	1099
75.721	1057
75.738	1037
75.755	1079
75.772	1038
75.789	1087
75.806	1087
75.823	1040
75.84	1121
75.857	1113
75.874	1127
75.891	1111
75.908	1127
75.925	1049
75.942	1086
75.959	1086
75.976	1040
75.993	1043
76.01	1070
76.027	1058
76.044	1066
76.061	1118
76.078	1106
76.095	1090
76.112	1038
76.129	1102
76.146	1091
76.163	1083
76.18	1032
76.197	1065
76.214	1060
76.231	1061
76.248	1091
76.265	1096
76.282	1097
76.299	1104
76.316	1096
76.333	1115
76.35	1050
76.367	1043
76.384	1078
76.401	1074
76.418	1080
76.435	1064
76.452	1076
76.469	1084
76.486	1057
76.503	1072
76.52	1059
76.537	1027
76.554	1019
76.571	1070
76.588	1094
76.605	1084
76.622	1091
76.639	1089
76.656	1093
76.673	1086
76.69	1093
76.707	1071
76.724	1082
76.741	1102
76.758	1079
76.775	1085
76.792	1085
76.809	1115
76.826	1085
76.843	1175
76.86	1124
76.877	1102
76.894	1102
76.911	1144
76.928	1198
76.945	1183
76.962	1139
76.979	1143
76.996	1177
77.013	1101
77.03	1187
77.047	1131
77.064	1211
77.081	1176
77.098	1247
77.115	1187
77.132	1192
77.149	1330
77.166	1272
77.183	1353
77.2	1382
77.217	1384
77.234	1497
77.251	1474
77.268	1495
77.285	1647
77.302	1729
77.319	1856
77.336	1881
77.353	1976
77.37	2071
77.387	2207
77.404	2372
77.421	2538
77.438	2559
77.455	2610
77.472	2714
77.489	2726
77.506	2710
77.523	2745
77.54	2677
77.557	2592
77.574	2575
77.591	2519
77.608	2496
77.625	2369
77.642	2314
77.659	2318
77.676	2261
77.693	2249
77.71	2136
77.727	1943
77.744	1925
77.761	1823
77.778	1755
77.795	1687
77.812	1581
77.829	1571
77.846	1517
77.863	1486
77.88	1419
77.897	1371
77.914	1375
77.931	1370
77.948	1281
77.965	1416
77.982	1322
77.999	1357
78.016	1305
78.033	1237
78.05	1198
78.067	1327
78.084	1318
78.101	1405
78.118	1345
78.135	1318
78.152	1306
78.169	1228
78.186	1322
78.203	1305
78.22	1295
78.237	1256
78.254	1210
78.271	1242
78.288	1240
78.305	1190
78.322	1161
78.339	1197
78.356	1173
78.373	1136
78.39	1113
78.407	1137
78.424	1142
78.441	1131
78.458	1100
78.475	1109
78.492	1111
78.509	1134
78.526	1099
78.543	1075
78.56	1091
78.577	1102
78.594	1131
78.611	1095
78.628	1121
78.645	1115
78.662	1088
78.679	1127
78.696	1117
78.713	1119
78.73	1119
78.747	1137
78.764	1101
78.781	1074
78.798	1113
78.815	1113
78.832	1100
78.849	1089
78.866	1087
78.883	1114
78.9	1109
78.917	1140
78.934	1059
78.951	1129
78.968	1076
78.985	1090
79.002	1044
79.019	1110
79.036	1092
79.053	1088
79.07	1056
79.087	1118
79.104	1097
79.121	1081
79.138	1041
79.155	1041
79.172	1086
79.189	1100
79.206	1065
79.223	1063
79.24	1108
79.257	1054
79.274	1066
79.291	1075
79.308	1040
79.325	1042
79.342	1025
79.359	1079
79.376	1066
79.393	1068
79.41	1075
79.427	1068
79.444	1070
79.461	1082
79.478	1087
79.495	1084
79.512	1078
79.529	1074
79.546	1055
79.563	1050
79.58	1061
79.597	1077
79.614	1066
79.631	1058
79.648	1073
79.665	1097
79.682	1066
79.699	1086
79.716	1030
79.733	1036
79.75	1032
79.767	1066
79.784	1080
79.801	1025
79.818	1068
79.835	1010
79.852	1076
79.869	1025
79.886	1043
79.903	1071
79.92	1055
79.937	1073
79.954	1083
79.971	1067
79.988	1061
80.005	1084
80.022	1099
80.039	1068
80.056	1109
80.073	1093
80.09	1109
80.107	1102
80.124	1077
80.141	1078
80.158	1072
80.175	1125
80.192	1085
80.209	1073
80.226	1050
80.243	1075
80.26	1083
80.277	1060
80.294	1072
80.311	1084
80.328	1059
80.345	1073
80.362	1046
80.379	1045
80.396	1069
80.413	1071
80.43	1089
80.447	1053
80.464	1046
80.481	1054
80.498	1056
80.515	1053
80.532	1058
80.549	1075
80.566	1084
80.583	1076
80.6	1041
80.617	1038
80.634	1049
80.651	1026
80.668	1069
80.685	1051
80.702	1102
80.719	1099
80.736	1088
80.753	1108
80.77	1121
80.787	1126
80.804	1052
80.821	1078
80.838	1101
80.855	1054
80.872	1151
80.889	1088
80.906	1098
80.923	1090
80.94	1031
80.957	1075
80.974	1086
80.991	1118
81.008	1037
81.025	1057
81.042	1030
81.059	1052
81.076	1072
81.093	1065
81.11	1040
81.127	1054
81.144	1049
81.161	1079
81.178	1095
81.195	1059
81.212	1093
81.229	1072
81.246	1061
81.263	1068
81.28	1064
81.297	1083
81.314	1062
81.331	1048
81.348	1043
81.365	1053
81.382	1068
81.399	1086
81.416	1081
81.433	1067
81.45	1047
81.467	1068
81.484	1108
81.501	1121
81.518	1126
81.535	1099
81.552	1081
81.569	1105
81.586	1124
81.603	1110
81.62	1089
81.637	1083
81.654	1167
81.671	1146
81.688	1135
81.705	1097
81.722	1133
81.739	1125
81.756	1123
81.773	1106
81.79	1131
81.807	1156
81.824	1159
81.841	1104
81.858	1128
81.875	1148
81.892	1155
81.909	1139
81.926	1178
81.943	1101
81.96	1162
81.977	1155
81.994	1171
82.011	1216
82.028	1173
82.045	1122
82.062	1228
82.079	1245
82.096	1162
82.113	1218
82.13	1233
82.147	1271
82.164	1211
82.181	1220
82.198	1241
82.215	1226
82.232	1257
82.249	1332
82.266	1324
82.283	1291
82.3	1332
82.317	1330
82.334	1338
82.351	1323
82.368	1345
82.385	1354
82.402	1320
82.419	1305
82.436	1311
82.453	1288
82.47	1219
82.487	1206
82.504	1242
82.521	1212
82.538	1159
82.555	1158
82.572	1152
82.589	1135
82.606	1153
82.623	1198
82.64	1186
82.657	1152
82.674	1107
82.691	1100
82.708	1081
82.725	1128
82.742	1120
82.759	1093
82.776	1126
82.793	1160
82.81	1135
82.827	1078
82.844	1108
82.861	1086
82.878	1090
82.895	1134
82.912	1086
82.929	1113
82.946	1059
82.963	1112
82.98	1084
82.997	1068
83.014	1043
83.031	1106
83.048	1136
83.065	1166
83.082	1084
83.099	1141
83.116	1091
83.133	1099
83.15	1121
83.167	1102
83.184	1115
83.201	1131
83.218	1081
83.235	1111
83.252	1111
83.269	1122
83.286	1145
83.303	1131
83.32	1086
83.337	1120
83.354	1103
83.371	1073
83.388	1163
83.405	1162
83.422	1112
83.439	1111
83.456	1122
83.473	1117
83.49	1104
83.507	1098
83.524	1123
83.541	1147
83.558	1135
83.575	1120
83.592	1084
83.609	1089
83.626	1090
83.643	1053
83.66	1015
83.677	1067
83.694	1047
83.711	1096
83.728	1131
83.745	1109
83.762	1125
83.779	1081
83.796	1116
83.813	1118
83.83	1134
83.847	1042
