2.00,288,233,280,323,119
2.04,253,244,274,303,137
2.08,283,233,270,319,114
2.12,283,243,236,264,134
2.16,260,238,223,273,121
2.20,233,242,243,292,129
2.24,236,212,262,236,123
2.28,248,197,245,254,124
2.32,236,212,239,237,131
2.36,242,212,253,246,114
2.40,237,202,241,217,129
2.44,224,215,236,223,130
2.48,222,194,245,241,113
2.52,213,207,209,201,116
2.56,213,173,211,211,109
2.60,189,182,222,194,129
2.64,213,196,207,176,140
2.68,210,168,194,202,124
2.72,206,189,220,169,112
2.76,231,171,190,165,141
2.80,197,168,175,181,96
2.84,182,153,175,175,130
2.88,208,182,183,159,116
2.92,178,131,171,172,108
2.96,180,148,192,157,97
3.00,198,134,186,152,98
3.04,193,131,178,152,105
3.08,186,166,171,144,106
3.12,155,166,178,136,126
3.16,171,141,158,151,97
3.20,177,145,157,134,103
3.24,179,145,171,124,97
3.28,188,155,172,123,98
3.32,184,150,166,114,110
3.36,181,116,148,129,101
3.40,152,154,148,142,79
3.44,178,151,157,118,95
3.48,177,134,160,112,87
3.52,163,123,151,115,89
3.56,166,128,149,109,100
3.60,170,142,144,98,92
3.64,149,134,133,116,92
3.68,145,140,143,123,94
3.72,152,131,150,116,81
3.76,155,145,125,111,92
3.80,159,122,149,90,88
3.84,134,123,138,112,93
3.88,162,118,133,94,60
3.92,141,128,125,90,72
3.96,122,111,112,110,75
4.00,135,111,129,87,73
4.04,126,111,129,87,84
4.08,158,118,123,88,79
4.12,128,93,111,89,95
4.16,131,97,128,96,74
4.20,114,117,130,93,70
4.24,134,103,118,95,75
4.28,110,84,85,102,69
4.32,112,82,100,84,70
4.36,131,96,121,83,76
4.40,113,115,99,65,77
4.44,109,89,107,80,71
4.48,107,79,103,62,71
4.52,103,86,95,83,56
4.56,116,96,95,74,72
4.60,98,86,111,71,64
4.64,106,92,99,70,70
4.68,88,79,106,77,57
4.72,106,83,102,60,66
4.76,109,97,92,65,74
4.80,95,81,83,64,69
4.84,92,96,85,73,72
4.88,95,79,96,75,61
4.92,96,82,96,87,61
4.96,84,85,79,61,67
5.00,94,79,89,74,64
5.04,97,69,92,72,62
5.08,96,71,80,69,71
5.12,88,75,74,70,77
5.16,98,88,103,64,63
5.20,104,73,79,67,70
5.24,111,87,80,75,69
5.28,101,66,85,64,69
5.32,111,79,93,65,71
5.36,89,82,76,76,66
5.40,99,67,80,69,65
5.44,92,103,95,56,68
5.48,117,85,109,68,75
5.52,103,80,96,60,51
5.56,82,97,88,73,55
5.60,100,85,101,54,74
5.64,107,89,101,59,67
5.68,102,100,100,53,69
5.72,113,106,100,69,62
5.76,114,80,88,70,88
5.80,131,92,106,73,66
5.84,122,83,102,57,63
5.88,149,89,113,72,70
5.92,125,96,123,55,48
5.96,119,117,114,62,70
6.00,160,98,109,70,56
6.04,153,124,104,58,73
6.08,169,127,139,83,66
6.12,168,112,117,73,72
6.16,187,137,139,75,74
6.20,221,160,131,74,73
6.24,193,137,141,67,61
6.28,224,135,142,76,77
6.32,233,148,180,59,73
6.36,187,155,163,71,70
6.40,205,179,197,73,65
6.44,187,153,169,56,66
6.48,177,155,182,69,75
6.52,201,147,200,54,76
6.56,168,139,188,72,75
6.60,194,137,193,77,58
6.64,208,136,205,49,78
6.68,180,146,190,68,75
6.72,163,140,160,82,82
6.76,163,126,185,67,63
6.80,170,128,188,67,73
6.84,175,151,185,76,90
6.88,172,159,196,62,79
6.92,191,157,186,70,87
6.96,198,160,199,85,79
7.00,166,144,175,75,94
7.04,204,172,199,76,85
7.08,179,164,209,71,88
7.12,213,186,201,82,104
7.16,205,165,213,71,99
7.20,236,176,205,91,110
7.24,225,186,256,99,101
7.28,274,191,227,101,86
7.32,247,216,259,65,107
7.36,269,216,245,120,89
7.40,252,216,250,94,114
7.44,282,249,247,111,110
7.48,271,217,247,99,139
7.52,300,198,269,105,114
7.56,336,208,291,105,130
7.60,326,230,354,115,136
7.64,294,257,289,113,149
7.68,300,241,323,133,150
7.72,282,245,330,159,167
7.76,331,240,309,144,203
7.80,316,248,341,161,213
7.84,306,227,353,149,247
7.88,324,243,331,189,251
7.92,314,218,343,213,274
7.96,304,229,347,199,276
8.00,319,254,363,230,302
8.04,346,220,367,231,338
8.08,333,247,382,300,306
8.12,311,232,412,287,357
8.16,307,251,410,273,385
8.20,294,253,416,334,434
8.24,330,252,426,355,521
8.28,337,231,394,379,574
8.32,310,233,433,387,679
8.36,354,228,424,448,794
8.40,374,230,416,470,863
8.44,366,235,417,537,1066
8.48,328,217,424,580,1200
8.52,369,227,452,681,1391
8.56,332,223,436,729,1405
8.60,347,253,463,799,1541
8.64,383,231,437,844,1386
8.68,354,225,463,914,1274
8.72,339,231,445,872,1094
8.76,365,213,430,958,845
8.80,347,225,443,836,714
8.84,325,188,409,817,552
8.88,303,192,373,681,362
8.92,276,201,326,595,321
8.96,267,174,319,476,290
9.00,245,156,310,404,248
9.04,235,147,251,355,188
9.08,205,145,250,274,161
9.12,214,125,217,228,137
9.16,213,126,226,212,130
9.20,189,109,225,198,123
9.24,182,115,200,183,92
9.28,152,92,165,156,74
9.32,179,106,166,128,98
9.36,170,106,182,125,76
9.40,139,93,173,128,86
9.44,150,93,168,108,54
9.48,164,95,159,105,69
9.52,147,104,175,96,51
9.56,154,88,143,87,68
9.60,128,83,160,86,40
9.64,134,79,146,89,39
9.68,132,85,145,72,37
9.72,154,81,152,79,33
9.76,147,88,145,68,49
9.80,123,74,152,58,45
9.84,133,85,152,50,29
9.88,115,85,133,67,55
9.92,133,80,130,55,39
9.96,132,65,159,45,40
10.00,137,75,150,43,35
10.04,115,65,140,40,25
10.08,122,65,153,40,27
10.12,128,75,155,45,26
10.16,128,52,111,57,41
10.20,135,68,128,50,25
10.24,133,78,114,41,18
10.28,109,74,143,48,32
10.32,142,62,138,45,26
10.36,132,77,125,39,35
10.40,107,70,127,40,24
10.44,126,62,138,35,20
10.48,110,73,147,48,22
10.52,104,64,150,45,20
10.56,135,81,121,36,17
10.60,122,73,135,48,15
10.64,109,80,144,45,25
10.68,127,58,137,38,23
10.72,128,63,156,47,19
10.76,126,63,118,39,21
10.80,125,54,127,33,18
10.84,114,57,150,28,16
10.88,126,63,157,26,23
10.92,113,64,141,45,16
10.96,128,60,128,27,16
11.00,112,64,125,32,24
11.04,131,71,154,24,18
11.08,131,69,136,32,10
11.12,122,81,147,31,20
11.16,134,83,132,29,19
11.20,117,73,134,42,21
11.24,130,59,132,40,16
11.28,134,58,178,35,11
11.32,134,71,137,38,16
11.36,121,77,156,28,14
11.40,154,82,143,38,13
11.44,107,80,123,30,15
11.48,137,73,149,23,23
11.52,141,65,142,36,17
11.56,133,83,135,37,20
11.60,139,79,140,48,13
11.64,119,70,133,36,11
11.68,119,78,129,28,14
11.72,148,87,126,41,14
11.76,134,78,131,36,21
11.80,123,76,146,33,11
11.84,113,66,158,38,10
11.88,111,87,134,31,12
11.92,143,63,127,40,11
11.96,147,64,125,45,19
12.00,142,79,115,41,17
12.04,128,72,103,38,20
12.08,133,57,166,25,21
12.12,122,94,126,50,17
12.16,130,77,128,39,16
12.20,132,76,110,28,13
12.24,134,57,122,44,18
12.28,116,99,124,52,13
12.32,99,69,111,54,15
12.36,125,72,116,39,18
12.40,118,71,91,52,13
12.44,98,68,100,39,10
12.48,87,88,82,40,15
12.52,79,64,93,48,15
12.56,87,62,81,37,15
12.60,67,55,72,35,14
12.64,75,75,64,44,11
12.68,71,61,78,29,12
12.72,61,46,48,35,21
12.76,62,37,51,29,13
12.80,51,47,47,27,17
12.84,42,39,51,27,11
12.88,40,37,39,29,19
12.92,45,42,47,25,21
12.96,38,35,50,26,13
13.00,34,43,39,19,17
13.04,28,39,34,21,8
13.08,40,32,44,19,15
13.12,30,23,32,26,16
13.16,32,35,36,25,19
13.20,31,32,28,23,12
13.24,29,34,25,18,13
13.28,29,37,31,13,16
13.32,25,28,22,15,20
13.36,27,28,20,18,15
13.40,44,30,33,15,11
13.44,26,24,21,19,17
13.48,22,23,17,14,22
13.52,21,28,16,20,19
13.56,23,28,24,11,8
13.60,21,23,25,17,18
13.64,24,26,24,23,13
13.68,15,22,23,9,17
13.72,26,27,21,16,21
13.76,22,20,21,20,8
13.80,24,23,16,17,15
13.84,21,26,11,13,9
13.88,28,19,17,14,14
13.92,16,27,15,11,10
13.96,15,33,20,23,16
14.00,20,21,18,21,18
14.04,11,27,24,17,15
14.08,16,24,18,14,18
14.12,11,18,17,15,16
14.16,14,19,14,17,18
14.20,22,20,14,14,18
14.24,19,14,21,15,13
14.28,23,16,16,19,16
14.32,14,17,13,14,17
14.36,15,26,18,13,18
14.40,18,18,15,14,16
14.44,17,19,13,20,17
14.48,19,18,21,12,14
14.52,14,15,14,19,22
14.56,17,15,12,22,25
14.60,12,22,15,15,12
14.64,16,15,14,13,12
14.68,18,16,17,11,20
14.72,13,27,10,14,14
14.76,12,21,22,16,17
14.80,11,12,10,26,15
14.84,15,14,21,11,13
14.88,13,17,11,26,11
14.92,19,16,9,9,16
14.96,15,9,13,12,19
15.00,14,20,16,14,13
15.04,12,19,10,7,17
15.08,7,24,14,14,15
15.12,13,11,19,15,22
15.16,14,12,19,15,12
15.20,11,20,12,22,18
15.24,13,14,19,12,19
15.28,16,14,9,12,22
15.32,13,20,17,8,13
15.36,13,16,14,16,19
15.40,7,10,9,13,17
15.44,9,17,15,14,16
15.48,9,19,18,12,13
15.52,13,13,14,26,19
15.56,11,15,24,9,14
15.60,11,14,12,13,17
15.64,13,12,11,14,20
15.68,8,11,13,17,19
15.72,9,12,12,19,15
15.76,6,15,13,15,13
15.80,6,15,17,15,21
15.84,10,11,21,19,20
15.88,11,20,13,16,17
15.92,9,10,13,12,19
15.96,14,10,11,10,17
16.00,10,11,11,12,17
16.04,20,12,12,16,20
16.08,16,10,14,10,19
16.12,8,10,10,10,17
16.16,11,8,8,13,13
16.20,11,10,17,15,16
16.24,16,12,11,13,16
16.28,18,15,8,17,20
16.32,13,11,11,22,22
16.36,13,10,12,17,19
16.40,18,18,12,22,20
16.44,13,11,4,15,28
16.48,10,7,13,9,21
16.52,13,15,12,14,16
16.56,15,12,12,13,26
16.60,13,8,19,17,15
16.64,10,17,14,24,13
16.68,10,18,11,21,20
16.72,10,11,13,10,21
16.76,11,13,13,18,22
16.80,13,11,20,19,20
16.84,7,14,4,19,26
16.88,14,9,6,26,21
16.92,11,12,11,18,18
16.96,7,19,23,12,23
17.00,8,14,17,22,16
17.04,11,13,12,14,13
17.08,13,12,13,20,15
17.12,22,7,10,20,32
17.16,21,12,12,24,29
17.20,15,14,12,19,31
17.24,8,16,17,26,32
17.28,22,19,22,22,28
17.32,18,11,21,20,39
17.36,13,22,15,17,31
17.40,18,18,20,19,33
17.44,14,12,13,33,33
17.48,18,17,15,14,27
17.52,17,18,9,13,38
17.56,21,14,27,30,28
17.60,25,18,16,16,29
17.64,20,20,19,24,33
17.68,21,20,21,21,35
17.72,28,20,20,24,33
17.76,31,22,11,38,31
17.80,21,18,26,30,24
17.84,24,21,16,26,21
17.88,26,12,30,25,20
17.92,22,15,21,23,27
