2,285,205,276,281,177
2.04,260,237,244,292,182
2.08,222,227,252,284,167
2.12,251,197,237,272,175
2.16,251,215,219,238,171
2.2,215,203,221,208,181
2.24,219,203,199,255,186
2.28,231,188,188,237,166
2.32,223,188,210,219,158
2.36,213,174,202,215,170
2.4,211,164,176,206,181
2.44,190,176,178,206,180
2.48,193,147,172,206,163
2.52,218,151,189,182,169
2.56,198,163,175,184,132
2.6,188,150,159,173,166
2.64,182,144,150,170,169
2.68,180,153,167,169,158
2.72,228,151,166,189,147
2.76,170,154,152,173,132
2.8,177,155,186,166,137
2.84,166,156,132,164,157
2.88,145,154,185,165,143
2.92,161,141,178,147,153
2.96,147,158,118,163,159
3,161,149,139,146,140
3.04,162,148,142,169,113
3.08,131,129,147,158,117
3.12,156,152,149,119,129
3.16,171,122,121,141,122
3.2,133,132,130,161,135
3.24,145,115,106,154,111
3.28,147,119,131,127,113
3.32,144,109,138,112,119
3.36,137,119,130,115,119
3.4,141,130,141,119,127
3.44,129,106,136,112,111
3.48,134,104,126,117,109
3.52,131,123,129,128,142
3.56,144,107,111,135,94
3.6,131,126,141,145,106
3.64,134,125,107,117,114
3.68,147,146,102,109,111
3.72,130,113,142,124,90
3.76,129,115,121,120,94
3.8,126,109,112,110,102
3.84,137,107,111,97,88
3.88,113,108,124,115,76
3.92,141,97,110,109,98
3.96,112,102,123,104,93
4,134,100,111,93,99
4.04,121,109,100,119,97
4.08,119,102,109,91,73
4.12,121,82,99,108,93
4.16,115,104,89,112,89
4.2,123,93,97,94,85
4.24,98,84,78,90,88
4.28,114,105,92,104,92
4.32,98,102,108,103,79
4.36,105,95,90,86,80
4.4,111,78,97,79,64
4.44,98,92,92,98,86
4.48,113,81,92,83,77
4.52,105,91,104,85,93
4.56,126,99,99,78,76
4.6,100,100,82,88,80
4.64,113,91,96,96,74
4.68,117,83,87,104,88
4.72,111,86,76,95,79
4.76,111,78,86,101,72
4.8,89,86,89,86,84
4.84,75,92,82,81,78
4.88,108,77,87,81,71
4.92,99,106,79,102,79
4.96,123,84,72,89,56
5,117,104,98,80,73
5.04,98,107,83,78,61
5.08,121,96,106,92,79
5.12,107,103,107,85,71
5.16,125,87,86,80,61
5.2,109,81,85,89,62
5.24,114,97,101,87,59
5.28,103,87,109,82,55
5.32,134,98,98,75,59
5.36,121,121,93,86,73
5.4,145,95,103,76,69
5.44,161,135,105,97,62
5.48,171,123,118,94,71
5.52,164,123,117,80,67
5.56,187,138,105,102,82
5.6,203,149,139,81,75
5.64,225,203,135,88,60
5.68,250,172,147,89,68
5.72,297,218,187,90,64
5.76,297,266,199,83,65
5.8,308,256,200,102,61
5.84,324,253,215,91,74
5.88,414,300,226,85,55
5.92,361,312,256,108,67
5.96,450,331,240,99,52
6,546,320,257,99,74
6.04,621,416,288,100,90
6.08,636,445,373,99,73
6.12,813,572,366,109,72
6.16,1009,606,390,84,74
6.2,1050,765,441,104,78
6.24,1150,908,535,102,73
6.28,1157,1026,601,109,74
6.32,1114,1063,670,113,89
6.36,1006,1074,662,92,71
6.4,892,1015,698,126,63
6.44,752,812,688,121,102
6.48,626,671,611,144,86
6.52,516,535,569,112,79
6.56,411,372,505,122,65
6.6,378,361,440,128,88
6.64,302,274,420,139,73
6.68,282,270,338,151,80
6.72,276,238,329,146,104
6.76,253,222,303,163,99
6.8,216,207,269,178,88
6.84,226,184,274,152,89
6.88,202,192,258,171,88
6.92,204,189,231,170,117
6.96,172,152,244,152,96
7,184,167,173,171,103
7.04,149,155,232,190,108
7.08,188,156,193,192,124
7.12,163,150,190,225,129
7.16,153,149,174,211,127
7.2,157,160,163,203,130
7.24,153,124,161,201,145
7.28,167,132,143,217,140
7.32,151,161,133,226,140
7.36,125,125,141,228,127
7.4,131,134,150,231,169
7.44,118,125,119,229,166
7.48,141,123,114,246,185
7.52,129,133,124,262,191
7.56,118,97,103,268,206
7.6,103,109,123,244,211
7.64,111,107,117,290,225
7.68,118,75,106,298,238
7.72,103,95,98,273,263
7.76,111,95,105,318,245
7.8,111,73,112,330,251
7.84,67,83,87,315,279
7.88,79,88,92,323,304
7.92,75,85,101,308,326
7.96,67,90,87,319,379
8,93,82,62,299,366
8.04,81,68,75,330,391
8.08,75,71,84,277,415
8.12,82,81,89,269,452
8.16,96,72,70,256,480
8.2,76,82,85,225,486
8.24,91,62,84,210,557
8.28,81,69,80,196,531
8.32,77,76,81,172,519
8.36,83,82,89,172,546
8.4,80,63,80,180,500
