2,224,204,263,223,223
2.04,218,174,224,208,233
2.08,216,192,194,212,192
2.12,188,183,179,198,234
2.16,190,174,201,206,200
2.2,189,186,181,176,208
2.24,172,160,191,187,214
2.28,186,173,200,203,212
2.32,175,173,211,198,195
2.36,172,149,174,178,202
2.4,156,152,165,187,188
2.44,182,172,166,156,159
2.48,192,140,180,166,172
2.52,164,171,156,175,155
2.56,136,148,163,156,144
2.6,156,143,147,171,155
2.64,141,153,138,155,154
2.68,144,141,170,132,153
2.72,139,115,160,153,137
2.76,144,130,153,147,145
2.8,134,145,149,145,145
2.84,138,123,131,119,143
2.88,126,134,147,146,141
2.92,136,123,139,129,113
2.96,134,153,142,121,121
3,120,136,114,111,117
3.04,134,139,125,122,119
3.08,135,110,126,130,132
3.12,134,117,141,107,118
3.16,137,128,143,127,100
3.2,134,104,127,127,100
3.24,129,144,126,122,108
3.28,132,116,113,117,140
3.32,144,120,124,101,92
3.36,128,129,120,106,116
3.4,122,132,131,108,108
3.44,138,113,133,104,114
3.48,120,118,100,94,105
3.52,109,116,111,83,99
3.56,135,115,119,102,100
3.6,126,131,136,103,105
3.64,109,116,104,120,84
3.68,114,109,106,98,84
3.72,100,100,118,93,84
3.76,130,118,98,85,75
3.8,132,99,106,73,109
3.84,110,97,100,88,100
3.88,104,100,82,83,98
3.92,124,111,127,76,77
3.96,100,105,102,87,77
4,88,94,99,79,80
4.04,107,85,105,81,94
4.08,88,86,104,100,74
4.12,90,101,97,84,71
4.16,105,89,92,60,95
4.2,74,107,82,81,75
4.24,100,95,102,89,82
4.28,86,81,99,71,82
4.32,106,80,94,79,63
4.36,62,74,96,72,66
4.4,87,93,92,88,75
4.44,85,76,90,70,74
4.48,96,86,78,72,76
4.52,71,65,90,66,77
4.56,70,81,71,63,75
4.6,74,85,84,64,84
4.64,70,75,75,64,65
4.68,87,68,71,80,56
4.72,78,70,78,81,64
4.76,85,82,91,72,70
4.8,69,83,57,61,54
4.84,98,80,74,66,67
4.88,77,80,73,59,66
4.92,76,83,88,46,74
4.96,69,70,69,68,71
5,69,75,63,61,64
5.04,80,90,68,57,59
5.08,67,92,79,64,70
5.12,84,76,93,61,48
5.16,88,80,81,63,69
5.2,77,75,77,53,55
5.24,89,84,79,55,59
5.28,81,76,63,64,65
5.32,75,87,82,68,53
5.36,90,81,86,60,49
5.4,76,78,85,83,65
5.44,102,74,81,52,53
5.48,108,89,90,54,60
5.52,111,91,79,62,59
5.56,112,93,74,57,56
5.6,98,111,74,59,58
5.64,124,114,83,47,52
5.68,118,113,83,52,42
5.72,136,118,100,75,57
5.76,150,133,119,49,70
5.8,160,134,124,54,46
5.84,188,129,90,66,52
5.88,164,145,117,69,47
5.92,199,156,128,59,55
5.96,191,168,130,61,49
6,231,188,149,60,60
6.04,244,197,156,67,55
6.08,307,224,161,52,57
6.12,367,241,170,66,58
6.16,349,308,166,63,48
6.2,377,324,216,50,54
6.24,388,330,231,80,58
6.28,379,374,227,74,68
6.32,320,412,254,65,47
6.36,354,335,273,61,62
6.4,242,328,287,68,64
6.44,225,289,232,79,59
6.48,217,246,257,75,43
6.52,215,207,209,81,44
6.56,174,183,226,78,55
6.6,179,183,217,71,59
6.64,174,167,191,80,53
6.68,165,162,186,95,55
6.72,157,175,172,78,60
6.76,118,174,179,69,54
6.8,164,163,172,84,68
6.84,126,131,179,80,57
6.88,158,130,137,89,65
6.92,134,137,146,96,49
6.96,154,132,172,85,69
7,150,139,133,89,67
7.04,146,142,143,112,78
7.08,148,155,165,82,57
7.12,160,127,155,105,56
7.16,143,159,162,84,68
7.2,137,152,133,87,69
7.24,146,117,145,103,62
7.28,146,150,151,103,75
7.32,161,139,136,108,78
7.36,144,166,132,121,90
7.4,161,144,151,107,79
7.44,172,145,151,113,80
7.48,138,126,144,124,92
7.52,148,136,137,120,82
7.56,133,157,129,135,91
7.6,143,127,134,153,94
7.64,144,129,145,152,110
7.68,158,161,158,154,107
7.72,133,165,136,143,102
7.76,121,123,129,142,132
7.8,104,128,151,163,134
7.84,133,144,153,157,113
7.88,163,157,136,159,165
7.92,113,154,142,187,151
7.96,137,134,150,188,135
8,122,148,151,206,157
8.04,141,126,161,201,183
8.08,128,140,171,180,194
8.12,131,133,149,239,230
8.16,123,153,148,203,256
8.2,137,136,173,217,208
8.24,144,136,173,264,228
8.28,130,157,168,229,250
8.32,174,128,161,241,288
8.36,146,135,157,215,267
8.4,135,138,163,232,305
8.44,132,143,164,248,326
8.48,122,147,150,256,402
8.52,152,131,184,236,392
8.56,156,151,161,280,462
8.6,142,145,152,298,461
8.64,136,128,177,276,547
8.68,161,136,146,287,520
8.72,166,173,158,320,508
8.76,139,129,147,276,574
8.8,123,148,166,269,491
8.84,137,131,141,246,486
8.88,122,111,141,223,467
8.92,124,121,151,211,413
8.96,103,103,121,160,297
9,109,110,127,156,248
9.04,96,96,90,133,195
9.08,118,110,97,121,149
9.12,101,79,92,109,128
9.16,87,78,86,100,105
9.2,80,61,99,107,116
9.24,80,78,71,92,89
9.28,75,73,51,84,73
9.32,72,79,87,78,81
9.36,93,47,71,74,82
9.4,82,65,60,60,71
9.44,75,63,78,77,54
9.48,63,59,85,65,49
9.52,62,54,63,72,46
9.56,66,70,62,74,52
9.6,84,58,60,56,39
9.64,64,62,59,65,37
9.68,61,63,70,50,48
9.72,53,40,57,52,33
9.76,78,57,58,58,40
9.8,68,46,65,46,31
9.84,58,57,54,63,33
9.88,58,53,56,53,29
9.92,61,58,70,56,37
9.96,64,45,61,47,20
10,76,63,58,60,36
10.04,64,59,66,49,27
10.08,59,53,52,55,18
10.12,62,51,64,54,25
10.16,57,40,53,56,25
10.2,81,46,64,34,27
10.24,73,58,52,44,28
10.28,58,47,54,37,22
10.32,68,44,46,43,23
10.36,85,55,62,52,28
10.4,70,47,73,42,32
10.44,64,75,66,42,26
10.48,61,75,79,49,24
10.52,59,77,56,42,26
10.56,65,60,72,50,43
10.6,59,55,55,56,17
10.64,66,56,60,52,18
10.68,50,54,49,41,19
10.72,75,40,55,33,17
10.76,57,40,69,45,17
10.8,41,55,49,51,16
10.84,57,53,58,52,18
10.88,65,36,78,60,15
10.92,73,53,76,49,14
10.96,60,62,71,45,15
11,58,56,57,50,15
11.04,74,55,74,43,8
11.08,64,48,80,49,18
11.12,62,46,76,44,12
11.16,69,57,55,64,10
11.2,60,70,61,62,11
11.24,61,42,49,52,9
11.28,66,58,68,60,13
11.32,72,61,65,57,4
11.36,76,50,62,40,8
11.4,62,70,73,42,10
11.44,84,63,63,57,10
11.48,67,60,53,51,20
11.52,64,61,69,57,14
11.56,75,71,77,65,6
11.6,67,76,71,73,11
11.64,74,58,69,39,13
11.68,83,72,76,64,20
11.72,71,72,58,66,15
11.76,83,55,56,58,9
11.8,84,65,70,72,9
11.84,66,62,82,68,10
11.88,68,72,69,78,11
11.92,85,83,75,81,8
11.96,104,89,55,63,9
12,93,64,76,74,15
12.04,88,82,75,76,15
12.08,87,65,89,70,15
12.12,80,76,63,79,8
12.16,73,84,78,68,8
12.2,80,77,69,80,14
12.24,96,88,82,80,9
12.28,94,73,61,82,13
12.32,95,83,77,89,15
12.36,90,97,79,78,12
12.4,80,97,88,84,17
12.44,74,82,54,69,8
12.48,66,106,61,67,14
12.52,81,82,68,71,18
12.56,65,83,60,60,9
12.6,68,71,50,63,10
12.64,52,66,57,51,7
12.68,45,67,33,55,8
12.72,65,44,44,51,17
12.76,25,56,40,47,12
12.8,46,41,43,43,11
12.84,43,35,38,26,10
12.88,32,40,34,50,9
12.92,28,50,41,29,13
12.96,36,35,36,33,17
13,25,28,35,26,14
13.04,31,38,23,29,13
13.08,33,34,29,15,9
13.12,23,43,26,40,13
13.16,23,32,19,23,9
13.2,31,28,20,25,14
13.24,27,17,20,18,13
13.28,24,22,22,24,6
13.32,16,17,27,20,6
13.36,21,33,19,17,4
13.4,21,28,23,15,5
13.44,25,19,15,15,14
13.48,18,19,17,13,7
13.52,24,16,22,14,13
13.56,13,26,17,23,9
13.6,19,23,19,9,10
13.64,16,22,19,12,13
13.68,15,18,12,10,11
13.72,32,9,23,13,13
13.76,19,21,13,6,6
13.8,18,22,13,11,14
13.84,18,15,12,14,9
13.88,14,21,17,18,10
13.92,7,25,16,18,14
13.96,16,19,22,11,10
14,15,12,17,16,13
14.04,17,20,20,7,8
14.08,15,19,12,8,8
14.12,10,20,13,13,11
14.16,14,13,9,11,6
14.2,16,13,18,13,5
14.24,13,20,10,14,9
14.28,15,16,18,8,11
14.32,10,14,10,8,15
14.36,14,20,11,11,5
14.4,5,12,12,7,6
14.44,11,17,14,10,12
14.48,11,10,15,17,12
14.52,16,11,13,11,16
14.56,12,10,16,14,9
14.6,13,10,12,11,12
14.64,15,16,15,5,9
14.68,9,9,12,14,5
14.72,13,18,9,8,10
14.76,14,15,12,11,11
14.8,9,10,8,9,12
14.84,12,10,11,7,7
14.88,14,15,13,13,9
14.92,4,17,4,12,10
14.96,12,10,14,8,9
15,8,12,9,9,13
15.04,12,10,9,9,12
15.08,10,18,11,11,17
15.12,12,15,14,14,6
15.16,12,13,9,13,6
15.2,7,10,14,4,11
15.24,10,14,10,6,9
15.28,6,14,14,12,12
15.32,3,16,9,8,6
15.36,5,15,11,7,10
15.4,7,15,11,10,13
15.44,15,9,13,15,4
15.48,9,17,15,6,1
15.52,15,13,16,6,10
15.56,8,7,12,11,10
15.6,11,14,12,10,7
15.64,7,9,8,12,14
15.68,12,11,13,3,13
15.72,12,11,11,7,11
15.76,7,9,12,11,4
15.8,10,10,11,7,10
15.84,10,15,14,12,12
15.88,17,8,9,7,10
15.92,9,8,6,5,13
15.96,8,17,10,7,15
16,7,14,8,8,10
16.04,8,11,10,9,10
16.08,9,18,9,9,9
16.12,9,15,14,14,13
16.16,9,10,13,8,10
16.2,9,13,8,12,8
16.24,12,11,9,7,12
16.28,7,13,6,14,20
16.32,11,12,5,9,17
16.36,11,10,4,5,14
16.4,9,11,7,7,8
16.44,10,10,11,8,13
